waypoint,step,actual_distance_m,simulated_distance_m,calibrated_distance_m,calibration_factor,calibration_meta,distance_error_m,distance_error_pct,distance_accuracy_pct,avg_velocity_kmh
47,355,15.545099188587704,23.32602179756707,12.829311988661889,0.55,very_close,-2.715787199925815,-17.470375498919854,82.52962450108015,34.5398
48,365,15.545099188587704,23.616243181177257,12.988933749647492,0.55,very_close,-2.556165438940212,-16.443545376775713,83.55645462322428,34.5398
49,703,15.3762513675277,25.044218275481192,13.774320051514657,0.55,very_close,-1.6019313160130437,-10.41821753380072,89.58178246619929,34.169399999999996
46,707,16.020784322571078,25.03294916039283,14.51911051302784,0.58,close,-1.501673809543238,-9.373285223168422,90.62671477683158,34.8176
47,713,15.545099188587704,24.80273628273408,13.641504955503745,0.55,very_close,-1.9035942330839593,-12.245622945149593,87.75437705485041,34.5398
43,717,16.464966590972907,24.825273498877152,14.398658629348747,0.58,close,-2.06630796162416,-12.549724593774975,87.45027540622502,35.2806
45,723,16.020784322571078,24.65851661572929,14.301939637122988,0.58,close,-1.71884468544809,-10.728842301599895,89.2711576984001,34.8176
42,727,17.131894381472808,24.739806030096563,14.349087497456006,0.58,close,-2.782806884016802,-16.243427738068785,83.75657226193121,36.114000000000004
44,733,16.464966590972907,24.640394272852998,14.291428678254738,0.58,close,-2.173537912718169,-13.200985867228146,86.79901413277186,35.2806
41,737,17.660143545940393,24.70082799354712,14.326480236257328,0.58,close,-3.3336633096830646,-18.876762247209406,81.1232377527906,37.1326
38,744,18.49646838656416,24.517993476870746,14.220436216585032,0.58,close,-4.276032169979128,-23.118100605006518,76.88189939499348,37.68820000000001
40,753,17.660143545940393,23.83377794986894,13.823591210923983,0.58,close,-3.8365523350164104,-21.72435532608303,78.27564467391697,37.1326
37,758,19.19371014468592,23.9464897907584,14.535519302990348,0.607,medium,-4.658190841695571,-24.26936119479362,75.73063880520638,37.7808
39,763,18.49646838656416,23.83808909002471,13.82609167221433,0.58,close,-4.67037671434983,-25.25009973115945,74.74990026884055,37.68820000000001
34,768,19.81208905910582,23.976523318237085,14.553749654169911,0.607,medium,-5.258339404935908,-26.541064848076317,73.45893515192368,37.7808
36,773,19.19371014468592,23.971845510220714,14.550910224703973,0.607,medium,-4.642799919981947,-24.189173875106054,75.81082612489395,37.7808
33,777,19.78010086481037,24.12515761238585,14.64397067071821,0.607,medium,-5.136130194092162,-25.96614764098374,74.03385235901627,37.96600000000001
35,783,19.81208905910582,24.351508058903306,14.781365391754306,0.607,medium,-5.030723667351513,-25.392191870040808,74.6078081299592,37.7808
31,786,19.47940418739101,24.44410640132467,14.837572585604075,0.607,medium,-4.6418316017869365,-23.829433165063573,76.17056683493642,38.3364
32,793,19.78010086481037,24.783639810838853,15.043669365179184,0.607,medium,-4.736431499631188,-23.945436537472354,76.05456346252765,37.96600000000001
29,797,19.03614661638192,24.75379426323543,15.025553117783906,0.607,medium,-4.0105934985980145,-21.068305363579316,78.93169463642069,38.3364
30,803,19.47940418739101,24.954706685323757,15.14750695799152,0.607,medium,-4.331897229399491,-22.238345627652826,77.76165437234718,38.3364
27,806,18.66673686646802,24.935154156898964,15.13563857323767,0.607,medium,-3.5310982932303503,-18.91652685999681,81.08347314000319,38.6142
28,814,19.03614661638192,25.11035286986337,15.241984192007065,0.607,medium,-3.7941624243748553,-19.93135743717017,80.06864256282984,38.3364
25,816,18.37194720609589,25.111375098693628,14.564597557242303,0.58,close,-3.8073496488535863,-20.723713203303195,79.27628679669681,38.6142
26,824,18.66673686646802,25.286565120061628,15.348945027877408,0.607,medium,-3.3177918385906136,-17.773818007530423,82.22618199246958,38.6142
23,827,18.082746803875832,25.26056495198902,14.651127672153631,0.58,close,-3.4316191317222007,-18.97731118475138,81.02268881524861,38.9846
24,833,18.37194720609589,25.33800989706003,14.696045740294815,0.58,close,-3.675901465801074,-20.00823007253904,79.99176992746096,38.6142
20,837,17.74987130667995,25.25569825386258,14.648304987240294,0.58,close,-3.101566319439655,-17.47373975760837,82.52626024239163,38.9846
22,844,18.082746803875832,25.302276332734554,14.67532027298604,0.58,close,-3.4074265308897917,-18.843522877616405,81.15647712238359,38.9846
19,847,17.749859877562898,25.266264988835548,14.654433693524616,0.58,close,-3.0954261840382813,-17.439158423729996,82.56084157627001,39.355000000000004
21,854,17.74987130667995,25.271324205320205,14.657368039085718,0.58,close,-3.092503267594232,-17.422679940391486,82.57732005960851,38.9846
17,856,17.638939080054833,25.261834795504452,14.65186418139258,0.58,close,-2.987074898662252,-16.93454966370328,83.06545033629672,39.72540000000001
18,864,17.749859877562898,25.142056764710922,14.582392923532334,0.58,close,-3.167466954030564,-17.845025120645996,82.154974879354,39.355000000000004
15,866,18.00501005259536,25.12243648195507,14.57101315953394,0.58,close,-3.433996893061419,-19.07245196214939,80.92754803785061,39.9106
16,874,17.638939080054833,24.937045292989495,14.463486269933906,0.58,close,-3.1754528101209267,-18.002515886636054,81.99748411336395,39.72540000000001
12,877,18.304705222315,24.94260485107079,14.466710813621058,0.58,close,-3.837994408693943,-20.967256025598815,79.03274397440119,40.6514
14,884,18.00501005259536,24.711934336405246,14.332921915115042,0.58,close,-3.6720881374803174,-20.394813036780274,79.60518696321972,39.9106
11,886,18.971223088084347,24.678902665263635,14.980093917815026,0.607,medium,-3.9911291702693212,-21.03780632244061,78.96219367755938,41.0218
13,894,18.304705222315,24.311363858870823,14.100591038145076,0.58,close,-4.204114184169924,-22.96739626839087,77.03260373160913,40.6514
9,896,19.74966462565046,24.248608429574382,14.71890531675165,0.607,medium,-5.03075930889881,-25.472631582639448,74.52736841736055,41.207
10,905,18.971223088084347,23.755209422254946,14.419412119308753,0.607,medium,-4.5518109687755945,-23.99323937967155,76.00676062032845,41.0218
7,906,20.52890803927758,23.678042910841413,14.372572046880737,0.607,medium,-6.156335992396844,-29.98861888132598,70.01138111867402,40.929199999999994
8,915,19.74966462565046,22.946050242790463,13.92825249737381,0.607,medium,-5.82141212827665,-29.47600497841325,70.52399502158676,41.207
5,916,21.369210755975924,22.85143490327774,14.396403989064977,0.63,medium_far,-6.9728067669109475,-32.63015581874494,67.36984418125506,40.1884
3,925,22.375356066218483,22.164655493510654,13.963732960911713,0.63,medium_far,-8.41162310530677,-37.59324803776571,62.40675196223429,39.4476
0,935,23.06607609797377,21.44683380983297,14.154910314489761,0.66,far,-8.911165783484009,-38.63321071877851,61.36678928122149,38.799400000000006
2,946,22.375356066218483,20.80793814382569,13.109001030610186,0.63,medium_far,-9.266355035608298,-41.41321822180211,58.58678177819789,39.4476
1,955,23.06607609797377,21.23632560116569,14.015974896769356,0.66,far,-9.050101201204415,-39.23554731530352,60.76445268469648,38.799400000000006
0,976,23.06607609797377,22.43628320337212,14.8079469142256,0.66,far,-8.25812918374817,-35.80205470870532,64.19794529129467,38.799400000000006
