waypoint,step,actual_distance_m,simulated_distance_m,distance_error_m,distance_accuracy_pct,actual_path_loss_db,simulated_path_loss_db,path_loss_error_db,path_loss_accuracy_pct,actual_snr_db,simulated_snr_db,snr_error_db,snr_accuracy_pct,actual_prr_pct,simulated_prr_pct,prr_error_pct,prr_accuracy_pct,path_loss_model,calibration_enabled
38,292,18.49646838656416,14.126818449370637,-4.369649937193524,76.3757607891913,133.2088165234524,130.86792751020658,-2.340889013245828,98.24269213229314,-20.208816523452413,-17.867927510206584,2.340889013245828,60.98518311256953,0,0,0,100,fspl,True
36,297,19.19371014468592,13.980673296799225,-5.213036847886695,72.83986884979606,133.53021887254698,130.77760197583353,-2.752616896713448,97.9385813039513,-20.530218872546982,-17.777601975833534,2.752616896713448,54.123051721442536,0,0,0,100,fspl,True
41,302,17.660143545940393,14.045966167815207,-3.614177378125186,79.53483578022224,132.80692481898356,130.81807259297756,-1.9888522260060029,98.50244840115316,-19.80692481898356,-17.818072592977558,1.9888522260060029,66.85246289989995,0,0,0,100,fspl,True
39,307,18.49646838656416,13.968519809482691,-4.527948577081469,75.51992908889261,133.2088165234524,130.77004799344837,-2.4387685300040403,98.16921387513815,-20.208816523452413,-17.770047993448372,2.4387685300040403,59.35385783326599,0,0,0,100,fspl,True
42,313,17.131894381472808,14.090526559637054,-3.0413678218357543,82.24733497584,132.543147998787,130.84558469073167,-1.6975633080553223,98.71923721921041,-19.543147998786992,-17.84558469073167,1.6975633080553223,71.70727819907796,0,0,0,100,fspl,True
40,317,17.660143545940393,14.092893842161939,-3.5672497037784545,79.80056224062531,132.80692481898356,130.84704384327657,-1.9598809757069944,98.52426296416522,-19.80692481898356,-17.847043843276566,1.9598809757069944,67.3353170715501,0,0,0,100,fspl,True
43,323,16.464966590972907,14.200076421323027,-2.2648901696498793,86.24418605931682,132.19825730929995,130.9128538659541,-1.2854034433458423,99.02766990313766,-19.198257309299947,-17.912853865954105,1.2854034433458423,78.5766092775693,0,0,0,100,fspl,True
46,329,16.020784322571078,14.149358349684226,-1.8714259728868523,88.31876183333752,131.9607157095383,130.8817751480563,-1.0789405614819998,99.18237745553239,-18.960715709538306,-17.881775148056306,1.0789405614819998,82.01765730863335,0,0,0,100,fspl,True
44,337,16.464966590972907,13.902667166629806,-2.5622994243431005,84.43787049195771,132.19825730929995,130.7290027481862,-1.4692545611137575,98.88859763281434,-19.198257309299947,-17.72900274818619,1.4692545611137575,75.51242398143737,0,0,0,100,fspl,True
48,343,15.545099188587704,13.982336010197724,-1.5627631783899805,89.94690764316725,131.69891018264502,130.7786349222477,-0.9202752603973181,99.3012278847858,-18.698910182645022,-17.778634922247704,0.9202752603973181,84.66207899337803,0,0,0,100,fspl,True
45,347,16.020784322571078,13.968816164474909,-2.0519681580961695,87.19183707376156,131.9607157095383,130.77023227062915,-1.1904834389091548,99.09785011962988,-18.960715709538306,-17.77023227062915,1.1904834389091548,80.15860935151409,0,0,0,100,fspl,True
47,355,15.545099188587704,14.15889523112321,-1.3862039574644935,91.08269467664662,131.69891018264502,130.88762759688845,-0.8112825857565724,99.38398686471174,-18.698910182645022,-17.88762759688845,0.8112825857565724,86.4786235707238,0,0,0,100,fspl,True
48,365,15.545099188587704,14.335059610974595,-1.2100395776131094,92.21594173872207,131.69891018264502,130.9950302980095,-0.7038798846355121,99.46553856546015,-18.698910182645022,-17.99503029800951,0.7038798846355121,88.26866858940814,0,0,0,100,fspl,True
49,703,15.3762513675277,15.201840493217084,-0.17441087431061675,98.86571264905993,131.60404963547938,131.50496365971128,-0.09908597576810507,99.9247090222204,-18.604049635479385,-18.50496365971128,0.09908597576810507,98.34856707053159,0,0,0,100,fspl,True
46,707,16.020784322571078,15.195000140358447,-0.8257841822126313,94.8455446026496,131.9607157095383,131.50105440139495,-0.45966130814335315,99.65166806979501,-18.960715709538306,-18.501054401394953,0.45966130814335315,92.33897819761079,0,0,0,100,fspl,True
47,713,15.545099188587704,15.055260923619587,-0.48983826496811744,96.84892158598944,131.69891018264502,131.4208059667912,-0.27810421585382983,99.78883332028478,-18.698910182645022,-18.420805966791193,0.27810421585382983,95.36492973576951,0,0,0,100,fspl,True
43,717,16.464966590972907,15.068941013818431,-1.3960255771544752,91.52123650272172,132.19825730929995,131.42869489026347,-0.7695624190364754,99.41787249340514,-19.198257309299947,-18.428694890263472,0.7695624190364754,87.17395968272541,0,0,0,100,fspl,True
45,723,16.020784322571078,14.967719585747679,-1.0530647368233996,93.42688400504976,131.9607157095383,131.37015299753068,-0.5905627120076247,99.5524708176731,-18.960715709538306,-18.37015299753068,0.5905627120076247,90.15728813320625,0,0,0,100,fspl,True
42,727,17.131894381472808,15.017062260268613,-2.114832121204195,87.65558510860733,132.543147998787,131.39873985965312,-1.1444081391338727,99.13657691369731,-19.543147998786992,-18.39873985965312,1.1444081391338727,80.92653101443545,0,0,0,100,fspl,True
44,733,16.464966590972907,14.956719323621769,-1.5082472673511376,90.83965789412503,132.19825730929995,131.36376710889908,-0.8344902004008645,99.3687585469085,-19.198257309299947,-18.363767108899083,0.8344902004008645,86.09182999331892,0,0,0,100,fspl,True
41,737,17.660143545940393,14.9934025920831,-2.6667409538572926,84.8996643378343,132.80692481898356,131.38504428310534,-1.4218805358782163,98.92936265347892,-19.80692481898356,-18.385044283105344,1.4218805358782163,76.3019910686964,0,0,0,100,fspl,True
38,744,18.49646838656416,14.882422040460543,-3.614046346103617,80.46088436682939,133.2088165234524,131.32051255758887,-1.8883039658635425,98.58244820789989,-20.208816523452413,-18.32051255758887,1.8883039658635425,68.52826723560763,0,0,0,100,fspl,True
40,753,17.660143545940393,14.467103215570445,-3.193040330369948,81.91951089149586,132.80692481898356,131.07467183181433,-1.7322529871692325,98.69566064455577,-19.80692481898356,-18.074671831814328,1.7322529871692325,71.1291168805128,0,0,0,100,fspl,True
37,758,19.19371014468592,14.535519302990348,-4.658190841695571,75.73063880520638,133.53021887254698,131.1156512768079,-2.414567595739072,98.19174444846544,-20.530218872546982,-18.11565127680791,2.414567595739072,59.757206737682125,0,0,0,100,fspl,True
39,763,18.49646838656416,14.469720077644999,-4.026748308919162,78.22963700549347,133.2088165234524,131.07624282494027,-2.1325736985121466,98.39907466024466,-20.208816523452413,-18.076242824940266,2.1325736985121466,64.45710502479756,0,0,0,100,fspl,True
34,768,19.81208905910582,14.553749654169911,-5.258339404935908,73.45893515192368,133.80564566386377,131.12653823580115,-2.679107428062622,97.99776204152636,-20.80564566386377,-18.12653823580115,2.679107428062622,55.34820953228963,0,0,0,100,fspl,True
36,773,19.19371014468592,14.550910224703973,-4.642799919981947,75.81082612489395,133.53021887254698,131.12484345763454,-2.4053754149124416,98.19862841892865,-20.530218872546982,-18.12484345763454,2.4053754149124416,59.91040975145931,0,0,0,100,fspl,True
33,777,19.78010086481037,14.64397067071821,-5.136130194092162,74.03385235901627,133.79161027019842,131.18021724075032,-2.611393029448095,98.04816383914188,-20.79161027019842,-18.180217240750324,2.611393029448095,56.47678284253175,0,0,0,100,fspl,True
35,783,19.81208905910582,14.781365391754306,-5.030723667351513,74.6078081299592,133.80564566386377,131.26133128846567,-2.544314375398102,98.09849998273636,-20.80564566386377,-18.26133128846567,2.544314375398102,57.59476041003164,0,0,0,100,fspl,True
31,786,19.47940418739101,14.837572585604075,-4.6418316017869365,76.17056683493642,133.65855361420245,131.29429736368837,-2.3642562505140745,98.2311223737028,-20.658553614202447,-18.294297363688372,2.3642562505140745,60.59572915809876,0,0,0,100,fspl,True
32,793,19.78010086481037,15.043669365179184,-4.736431499631188,76.05456346252765,133.79161027019842,131.41411582854653,-2.3774944416518906,98.22298689966402,-20.79161027019842,-18.414115828546528,2.3774944416518906,60.37509263913516,0,0,0,100,fspl,True
29,797,19.03614661638192,15.025553117783906,-4.0105934985980145,78.93169463642069,133.4586210543481,131.4036495955297,-2.054971458818386,98.46021827396108,-20.4586210543481,-18.403649595529714,2.054971458818386,65.75047568636023,0,0,0,100,fspl,True
30,803,19.47940418739101,15.14750695799152,-4.331897229399491,77.76165437234718,133.65855361420245,131.47386344606952,-2.1846901681329314,98.36546924303931,-20.658553614202447,-18.473863446069515,2.1846901681329314,63.58849719778448,0,0,0,100,fspl,True
27,806,18.66673686646802,15.13563857323767,-3.5310982932303503,81.08347314000319,133.28840834356902,131.46705520448006,-1.8213531390889557,98.63352472902658,-20.288408343569017,-18.46705520448006,1.8213531390889557,69.6441143485174,0,0,0,100,fspl,True
28,814,19.03614661638192,15.241984192007065,-3.7941624243748553,80.06864256282984,133.4586210543481,131.52787037022154,-1.930750684126565,98.55329639338899,-20.4586210543481,-18.527870370221535,1.930750684126565,67.82082193122392,0,0,0,100,fspl,True
25,816,18.37194720609589,15.242604684907032,-3.129342521188857,82.96673463033615,133.15014400789323,131.52822396087504,-1.6219200470181931,98.78188637413562,-20.150144007893232,-18.52822396087504,1.6219200470181931,72.96799921636345,0,0,0,100,fspl,True
26,824,18.66673686646802,15.348945027877408,-3.3177918385906136,82.22618199246958,133.28840834356902,131.58861084628407,-1.6997974972849477,98.72472218821648,-20.288408343569017,-18.58861084628407,1.6997974972849477,71.67004171191753,0,0,0,100,fspl,True
23,827,18.082746803875832,15.333162925857335,-2.7495838780184965,84.79443467388951,133.01232825912314,131.5796752406406,-1.4326530184825401,98.92291711810985,-20.012328259123137,-18.579675240640597,1.4326530184825401,76.12244969195766,0,0,0,100,fspl,True
24,833,18.37194720609589,15.380172007515437,-2.991775198580452,83.71552473442898,133.15014400789323,131.60626408323964,-1.543879924653595,98.84049699220597,-20.150144007893232,-18.606264083239637,1.543879924653595,74.26866792244009,0,0,0,100,fspl,True
20,837,17.74987130667995,15.330208840094585,-2.4196624665853648,86.36799994333055,132.85094440488893,131.57800165671824,-1.272942748170692,99.04182634615591,-19.850944404888935,-18.578001656718243,1.272942748170692,78.78428753048846,0,0,0,100,fspl,True
22,844,18.082746803875832,15.358481733969874,-2.7242650699059574,84.93445105739112,133.01232825912314,131.5940059436939,-1.4183223154292364,98.93369108413306,-20.012328259123137,-18.5940059436939,1.4183223154292364,76.36129474284607,0,0,0,100,fspl,True
19,847,17.749859877562898,15.336622848223177,-2.4132370293397205,86.40419109792396,132.85093881205506,131.58163498722473,-1.269303824830331,99.04456540828362,-19.850938812055062,-18.58163498722473,1.269303824830331,78.84493625282781,0,0,0,100,fspl,True
21,854,17.74987130667995,15.339693792629364,-2.410177514050586,86.42143668307305,132.85094440488893,131.58337404114036,-1.2675703637485753,99.04587026503522,-19.850944404888935,-18.58337404114036,1.2675703637485753,78.87382727085708,0,0,0,100,fspl,True
17,856,17.638939080054833,15.333933720871203,-2.30500535918363,86.93229026574502,132.79648943885647,131.58011186758984,-1.2163775712666336,99.08402882003391,-19.79648943885647,-18.580111867589835,1.2163775712666336,79.72704047888945,0,0,0,100,fspl,True
18,864,17.749859877562898,15.261228456179529,-2.488631421383369,85.97943060649635,132.85093881205506,131.53883010609414,-1.3121087059609238,99.01234517595907,-19.850938812055062,-18.53883010609414,1.3121087059609238,78.13152156731795,0,0,0,100,fspl,True
15,866,18.00501005259536,15.249318944546728,-2.755691108048632,84.6948649292678,132.97490759651464,131.53204919144315,-1.4428584050714903,98.9149393437072,-19.97490759651464,-18.53204919144315,1.4428584050714903,75.95235991547517,0,0,0,100,fspl,True
16,874,17.638939080054833,15.136786492844623,-2.50215258721021,85.81460837381366,132.79648943885647,131.4677139361808,-1.3287755026756827,98.99938958605718,-19.79648943885647,-18.467713936180786,1.3287755026756827,77.85374162207196,0,0,0,100,fspl,True
12,877,18.304705222315,15.140161144599968,-3.164544077715032,82.71185446976124,133.11829502136453,131.46965018505148,-1.6486448363130535,98.76151896623341,-20.11829502136453,-18.469650185051478,1.6486448363130535,72.5225860614491,0,0,0,100,fspl,True
14,884,18.00501005259536,15.000144142197984,-3.004865910397376,83.31094566667996,132.97490759651464,131.38894888043706,-1.5859587160775845,98.80732482184544,-19.97490759651464,-18.388948880437056,1.5859587160775845,73.56735473204026,0,0,0,100,fspl,True
11,886,18.971223088084347,14.980093917815026,-3.9911291702693212,78.96219367755938,133.42894685407714,131.377330956535,-2.051615897542149,98.46239069863462,-20.42894685407714,-18.37733095653499,2.051615897542149,65.80640170763085,0,0,0,100,fspl,True
13,894,18.304705222315,14.75699786233459,-3.5477073599804108,80.61860425014956,133.11829502136453,131.2470005202045,-1.8712945011600368,98.59426196762834,-20.11829502136453,-18.247000520204494,1.8712945011600368,68.81175831399939,0,0,0,100,fspl,True
9,896,19.74966462565046,14.71890531675165,-5.03075930889881,74.52736841736055,133.77823473592431,131.2245504647031,-2.553684271221215,98.09110631765911,-20.778234735924315,-18.2245504647031,2.553684271221215,57.43859547964642,0,0,0,100,fspl,True
10,905,18.971223088084347,14.419412119308753,-4.5518109687755945,76.00676062032845,133.42894685407714,131.04599132325072,-2.382955530826422,98.21406404906088,-20.42894685407714,-18.045991323250718,2.382955530826422,60.2840744862263,0,0,0,100,fspl,True
7,906,20.52890803927758,14.372572046880737,-6.156335992396844,70.01138111867402,134.11435721818117,131.01773011997102,-3.096627098210149,97.69105473683742,-21.11435721818117,-18.01773011997102,3.096627098210149,48.38954836316418,0,0,0,100,fspl,True
8,915,19.74966462565046,13.92825249737381,-5.82141212827665,70.52399502158676,133.77823473592431,130.74497285801255,-3.0332618779117695,97.7326192979752,-20.778234735924315,-17.744972858012545,3.0332618779117695,49.445635368137175,0,0,0,100,fspl,True
5,916,21.369210755975924,13.870820986289589,-7.4983897696863355,64.91031018733622,134.46280988000427,130.7090835700452,-3.753726309959063,97.20835351179339,-21.462809880004272,-17.70908357004521,3.753726309959063,37.437894834015616,0,0,0,100,fspl,True
3,925,22.375356066218483,13.453945884560968,-8.921410181657516,60.1284102239305,134.86243933504966,130.4440337628322,-4.418405572217466,96.72376860895979,-21.862439335049658,-17.44403376283219,4.418405572217466,26.359907129708887,0,0,0,100,fspl,True
0,935,23.06607609797377,13.018228122568612,-10.047847975405158,56.43885014197188,135.12651464260688,130.1580777839116,-4.96843685869527,96.32312217048135,-22.126514642606878,-17.158077783911608,4.96843685869527,17.19271902174549,0,0,0,100,fspl,True
2,946,22.375356066218483,12.630418453302195,-9.744937612916289,56.44789926883511,134.86243933504966,129.89539501742473,-4.967044317624925,96.3169550082919,-21.862439335049658,-16.895395017424732,4.967044317624925,17.215928039584583,0,0,0,100,fspl,True
1,955,23.06607609797377,12.890449639907573,-10.175626458066198,55.88488299941024,135.12651464260688,130.0724015631924,-5.054113079414492,96.25971772247512,-22.126514642606878,-17.072401563192386,5.054113079414492,15.764782009758477,0,0,0,100,fspl,True
0,976,23.06607609797377,13.618823904446877,-9.447252193526893,59.04265574517556,135.12651464260688,130.54983231996863,-4.5766823226382485,96.61303902143631,-22.126514642606878,-17.54983231996863,4.5766823226382485,23.721961289362525,0,0,0,100,fspl,True
