waypoint,step,actual_distance_m,simulated_distance_m,distance_error_m,distance_error_pct,distance_accuracy_pct,actual_path_loss_db,simulated_path_loss_db,path_loss_error_db,path_loss_error_pct,path_loss_accuracy_pct,path_loss_model,actual_snr_db,simulated_snr_db,snr_error_db,snr_error_pct,snr_accuracy_pct,actual_rsrp_dbm,simulated_rsrp_dbm,actual_rssi_dbm,simulated_rssi_dbm,actual_prr_pct,simulated_prr_pct,prr_error_pct,prr_accuracy_pct,actual_speed_src_kmh,simulated_speed_src_kmh,actual_speed_dst_kmh,simulated_speed_dst_kmh,calibration_enabled,realistic_speed_enabled,dataset_snr_db,dataset_snr_vs_calculated,dataset_rsrp_dbm,rsrp_error_dbm,rsrp_accuracy_pct
6,1036,342.4986353523413,627.865088187179,285.36645283483773,83.319004334505,16.680995665495004,134.94734684989407,144.81762771678362,9.870280866889544,7.314171858353428,92.68582814164657,3GPP,-21.947346849894075,-31.81762771678362,-9.870280866889544,44.97254695246766,55.02745304753234,-114.94734684989407,-124.81762771678362,-89.98612108564528,-89.99856797718729,0.00014075290573710246,1.0119375661567783e-06,-0.0001397409681709457,0.718946128221944,27.78,16.297600000000003,18.7052,26.483600000000003,False,True,3.0065,24.953846849894074,-86.6564,-38.161227716783614,55.96259743448422
7,1261,342.4986353523413,574.5384175512977,232.0397821989564,67.74911145565538,32.25088854434462,134.94734684989407,143.37210541669472,8.424758566800648,6.242996815766786,93.75700318423321,3GPP,-21.947346849894075,-30.372105416694723,-8.424758566800648,38.386227840752916,61.613772159247084,-114.94734684989407,-123.37210541669472,-89.98612108564528,-89.99800255930496,0.00014075290573710246,2.0847063682505663e-06,-0.0001386681993688519,1.4811107147900486,18.7052,27.78,27.78,18.7052,False,True,2.0332912,23.980638049894075,-83.36974000000001,-40.002365416694715,52.01812382203098
9,2336,166.71929003174196,763.2416856838541,596.5223956521122,357.80046540417686,0.0,123.22210960345473,147.99746822269947,24.77535861924474,20.10626071812532,79.89373928187467,3GPP,-10.222109603454726,-34.99746822269947,-24.77535861924474,242.370308873146,0.0,-103.22210960345473,-127.99746822269947,-89.79796235072405,-89.99931134285825,0.0494704655614377,2.0637644613262373e-07,-0.049470259184991566,0.00041717102071459067,33.7064,18.7052,0.0,27.78,False,True,1.33315,11.555259603454726,-85.9915,-42.005968222699465,51.151022807254826
10,2337,157.44989138317808,763.5078626482853,606.0579712651072,384.9211745660552,0.0,122.29047884766919,148.00314691381942,25.71266806615023,21.025895317802416,78.97410468219758,3GPP,-9.290478847669192,-35.00314691381942,-25.71266806615023,276.7636468232319,0.0,-102.29047884766919,-128.00314691381942,-89.75098462220507,-89.99931224266388,0.07879879796768074,2.057913031924365e-07,-0.07879859217637755,0.000261160459942289,33.7064,18.7052,0.0,27.78,False,True,3.5022424800000005,12.792721327669192,-82.43688,-45.56626691381942,44.725871583423086
12,3205,147.826624464534,3.9291379579429417,-143.89748650659106,-97.34206339881244,2.657936601187558,121.263364901854,62.183788064070015,-59.07957683778399,-48.72005397970011,51.27994602029989,3GPP,-8.263364901854004,50.816211935929985,59.07957683778399,-714.9578596550739,0.0,-101.263364901854,-42.183788064070015,-89.68688907595188,-42.18371625826963,0.1316209154067391,99.99999998875042,99.86837907334368,0.0,0.0,33.7064,35.0028,0.0,False,True,3.918355,12.181719901854004,-82.66675000000001,40.48296193592999,51.028724443709244
13,3220,147.826624464534,9.431511919730944,-138.39511254480306,-93.61988278235107,6.38011721764893,121.263364901854,76.4444395692804,-44.8189253325736,-36.95998817849756,63.04001182150244,3GPP,-8.263364901854004,36.555560430719595,44.8189253325736,-542.3810501520734,0.0,-101.263364901854,-56.444439569280405,-89.68688907595188,-56.442524729141006,0.1316209154067391,99.99998594609367,99.86836503068693,0.0,35.0028,11.026400000000002,0.0,13.103999999999996,False,True,3.9315454,12.194910301854005,-83.34657999999999,26.902140430719584,67.72256230463255
14,3240,138.25632553781244,17.44651162012526,-120.80981391768718,-87.3810391298489,12.6189608701511,120.17332803539168,86.46171279767529,-33.71161523771639,-28.052493667969436,71.94750633203057,3GPP,-7.173328035391677,26.53828720232471,33.71161523771639,-469.9578085846686,0.0,-100.17332803539168,-66.46171279767529,-89.60154748494622,-66.44252629084727,0.22678241820000525,99.99789616719742,99.77111374899742,0.0,35.0028,27.19039999999999,0.0,0.0,False,True,3.94115,11.114478035391677,-83.69104999999999,17.2293372023247,79.41316639912547
15,3251,138.25632553781244,27.234281543068334,-111.02204399474411,-80.30160179859554,19.69839820140446,120.17332803539168,93.71448725139884,-26.45884078399284,-22.017232289847687,77.98276771015232,3GPP,-7.173328035391677,19.285512748601164,26.45884078399284,-368.8502833475695,0.0,-100.17332803539168,-73.71448725139884,-89.60154748494622,-73.6135212961872,0.22678241820000525,99.92100545234803,99.69422303414802,0.0,0.0,35.0028,35.0028,0.0,False,True,3.3638566666666665,10.537184702058344,-82.70583333333333,8.991346081934495,89.1285224759223
17,3275,128.52090108360014,31.89378548589564,-96.62711559770449,-75.18396990918278,24.81603009081722,118.9841562139371,96.28661772928982,-22.697538484647282,-19.076101564175,80.923898435825,3GPP,-5.984156213937098,16.713382270710184,22.697538484647282,-379.29388326769816,0.0,-98.9841562139371,-76.28661772928982,-89.48325612171777,-76.10574582839999,0.41023761639589373,99.7147466536606,99.30450903726471,0.0,34.817600000000006,0.0,0.0,21.527999999999988,False,True,3.7108668333333337,9.695023047270432,-83.27673333333333,6.99011560404351,91.60616017914145
18,3301,118.71014903808722,35.69678116648407,-83.01336787160315,-69.92946141864329,30.070538581356715,117.69093452988216,98.1212297790497,-19.569704750832457,-16.628047715827794,83.37195228417221,3GPP,-4.690934529882156,14.878770220950301,19.569704750832457,-417.1813660192798,0.0,-97.69093452988216,-78.1212297790497,-89.31747615690769,-77.8482156801363,0.7802582991440227,99.28918879543934,98.50893049629532,0.0,35.7436,23.399999999999988,0.0,0.0,False,True,4.218359333333333,8.909293863215488,-83.49386666666668,5.372636887616977,93.5652316725656
19,3313,108.56485769492112,45.50928936640547,-63.05556832851565,-58.081012279045716,41.918987720954284,116.2359876749153,102.07639217087332,-14.159595504041974,-12.181765550651171,87.81823444934884,3GPP,-3.235987674915293,10.92360782912668,14.159595504041974,-437.56642257336847,0.0,-96.2359876749153,-82.07639217087332,-89.07313132059437,-81.42694117441457,1.601643460089073,95.08184185624359,93.4801983961545,0.0,36.8548,34.63199999999998,0.0,0.0,False,True,4.53505,7.771037674915293,-82.94107692307692,0.8646847522036012,98.95747103331496
20,3324,108.56485769492112,56.707310235294834,-51.85754745962628,-47.766421437544324,52.233578562455676,116.2359876749153,105.6591044513043,-10.576883223610992,-9.099490988274686,90.90050901172532,3GPP,-3.235987674915293,7.340895548695698,10.576883223610992,-326.8517771436771,0.0,-96.2359876749153,-85.6591044513043,-89.07313132059437,-84.2980749997524,1.601643460089073,76.32259435080418,74.7209508907151,0.0,0.0,36.8548,36.8548,0.0,False,True,6.757805,9.993792674915294,-80.6665125,-4.9925919513043056,93.81082459551688
21,3336,98.13808787756167,64.29426545757072,-33.84382241999096,-34.48591994396196,65.51408005603804,114.59154984364514,107.70409910869941,-6.88745073494573,-6.010435101317102,93.9895648986829,3GPP,-1.59154984364514,5.29590089130059,6.88745073494573,-432.75118039478696,0.0,-94.59154984364514,-87.70409910869941,-88.70499537524995,-85.69176784010843,3.571641905740931,53.692028925631284,50.12038701989035,0.0,37.4104,19.034800000000004,0.0,10.295999999999998,False,True,6.318425,7.9099748436451405,-81.1400375,-6.564061608699404,91.91020634085928
23,3351,87.9750534193429,73.02764384529543,-14.94740957404747,-16.990509233110636,83.00949076688937,112.81112286669679,109.77841347781052,-3.032709388886275,-2.6883070674421656,97.31169293255783,3GPP,0.1888771333032082,3.221586522189483,3.032709388886275,1605.6519578883094,0.0,-92.81112286669679,-89.77841347781052,-88.17167496720785,-86.87749370703999,8.274959131409735,29.127355579897536,20.852396448487802,0.0,37.2252,30.51879999999999,0.0,0.0,False,True,6.900551666666666,6.711674533363458,-80.39898333333333,-9.379430144477183,88.33389458969877
25,3352,77.75238924511018,73.90001101630929,-3.8523782288008874,-4.954675047549309,95.04532495245068,110.79940551964916,109.97180901369674,-0.827596505952414,-0.7469322620198067,99.25306773798019,3GPP,2.200594480350844,3.028190986303258,0.827596505952414,37.60786066410877,62.39213933589123,-90.79940551964916,-89.97180901369674,-87.37103539715775,-86.9755816760314,19.78632832048634,27.172177277837157,7.385848957350817,62.67195794126358,36.6696,31.45479999999999,0.0,0.0,False,True,8.162369375,5.961774894649157,-79.41285,-10.558959013696736,86.70371480976097
26,3360,77.75238924511018,81.70221531094381,3.9498260658336335,5.080006034775371,94.91999396522463,110.79940551964916,111.6064088592376,0.8070033395884479,0.7283462720793517,99.27165372792065,3GPP,2.200594480350844,1.3935911407623962,-0.8070033395884479,-36.672060517928145,63.327939482071855,-90.79940551964916,-91.6064088592376,-87.37103539715775,-87.71904988649639,19.78632832048634,14.146143928931568,-5.640184391554772,71.49453754027195,0.0,36.6696,36.6696,0.0,False,True,7.774656666666666,5.574062186315822,-78.668675,-12.93773385923761,83.55414800206358
27,3361,67.88588054389284,82.71920970703806,14.833329163145223,21.850389277273152,78.14961072272685,108.58936973050601,111.80787926688396,3.218509536377951,2.963926896680178,97.03607310331982,3GPP,4.410630269493993,1.1921207331160417,-3.218509536377951,-72.9716466745963,27.0283533254037,-88.58936973050601,-91.80787926688396,-86.22736163303111,-87.80023826816708,42.68573233052393,12.966323502375662,-29.71940882814827,30.376247037241612,35.373200000000004,36.6696,0.0,0.0,False,True,8.165346327777776,3.7547160582837833,-79.66103333333334,-12.146845933550622,84.7518348365839
28,3368,67.88588054389284,89.55155632036296,21.665675776470124,31.914848276088563,68.08515172391144,108.58936973050601,113.10038281636693,4.511013085860924,4.154194003571645,95.84580599642835,3GPP,4.410630269493993,-0.10038281636693114,-4.511013085860924,-102.2759290675808,0.0,-88.58936973050601,-93.10038281636693,-86.22736163303111,-88.2689078958891,42.68573233052393,7.241362744182482,-35.44436958634145,16.964363380511315,0.0,35.373200000000004,35.373200000000004,0.0,False,True,9.760191666666666,5.349561397172673,-77.97125555555556,-15.129127260811373,80.5965324618485
29,3369,58.5281366571114,90.53259637146957,32.00445971435816,54.68217773932752,45.31782226067248,106.17381631474561,113.27782673182915,7.104010417083543,6.690924997952556,93.30907500204745,3GPP,6.826183685254392,-0.2778267318291512,-7.104010417083543,-104.07001546749026,0.0,-86.17381631474561,-93.27782673182915,-84.66820550713648,-88.32644464144175,71.36324324934343,6.667562496688404,-64.69568075265502,9.343132673205332,0.0,35.373200000000004,33.891600000000004,0.0,False,True,10.5574125,3.7312288147456076,-76.537175,-16.740651731829146,78.12742405003955
30,3378,58.5281366571114,96.17199305240155,37.64385639529014,64.31753776107318,35.68246223892682,106.17381631474561,114.26196326059872,8.088146945853111,7.617835758937315,92.38216424106268,3GPP,6.826183685254392,-1.2619632605987192,-8.088146945853111,-118.48709789812358,0.0,-86.17381631474561,-94.26196326059872,-84.66820550713648,-88.61759361039063,71.36324324934343,4.184722986460812,-67.17852026288261,5.86397534069377,33.891600000000004,20.793200000000013,0.0,8.424,False,True,11.557904,4.731720314745608,-76.36251999999999,-17.89944326059873,76.5599102012365
33,3379,42.45729366149027,96.44415226313292,53.98685860164265,127.155675611538,0.0,100.94585168301688,114.3079863971399,13.362134714123016,13.23693296093222,86.76306703906778,3GPP,12.054148316983117,-1.3079863971398993,-13.362134714123016,-110.85092337296925,0.0,-80.94585168301688,-94.3079863971399,-80.4369034820495,-88.63009231224996,97.14483717473928,4.093422306989218,-93.05141486775005,4.213731193584877,0.0,19.173200000000012,27.2244,9.36,False,True,13.8848145,1.8306661830168824,-73.083155,-21.224831397139894,70.95797055129887
34,3380,42.45729366149027,96.78719955819935,54.32990589670908,127.96365762235934,0.0,100.94585168301688,114.365812302096,13.41996061907912,13.29421704342992,86.70578295657008,3GPP,12.054148316983117,-1.3658123020960034,-13.41996061907912,-111.33064125461031,0.0,-80.94585168301688,-94.365812302096,-80.4369034820495,-88.64565996344987,97.14483717473928,3.9814086222002047,-93.16342855253907,4.098425338897471,27.2244,20.109200000000012,0.0,7.739999999999998,False,True,13.7746025,1.7204541830168836,-74.16105,-20.204762302096,72.7555606317656
35,3381,35.05163887083539,97.05935876909484,62.00771989825945,176.90391061815026,0.0,97.82420246883609,114.41154331307231,16.587340844236223,16.95627505833279,83.04372494166721,3GPP,15.175797531163909,-1.4115433130723147,-16.587340844236223,-109.30127929140905,0.0,-77.82420246883609,-94.41154331307231,-77.56871616636302,-88.657864494823,99.38668744175415,3.894910191612259,-95.4917772501419,3.9189455769867294,0.0,18.48920000000001,24.2612,8.675999999999998,False,True,14.0681815,-1.107616031163909,-71.80842,-22.603123313072317,68.5230181738126
33,3439,42.45729366149027,66.1602413796467,23.702947718156437,55.8277404752615,44.1722595247385,100.94585168301688,108.17003068480196,7.224179001785075,7.156489227977329,92.84351077202267,3GPP,12.054148316983117,4.829969315198042,-7.224179001785075,-59.931061173412914,40.068938826587086,-80.94585168301688,-88.17003068480196,-80.4369034820495,-85.97903425171867,97.14483717473928,47.87589563544477,-49.26894153929451,49.283005693167205,0.0,0.0,27.2244,24.2612,False,True,13.8848145,1.8306661830168824,-73.083155,-15.086875684801953,79.35656214513187
32,3440,50.07911961618365,65.48738145857251,15.408261842388868,30.76783689585771,69.23216310414229,103.63476584990197,108.00355109570671,4.3687852458047445,4.215559527709279,95.78444047229073,3GPP,9.365234150098033,4.996448904293288,-4.3687852458047445,-46.64896975116221,53.35103024883779,-83.63476584990197,-88.00355109570671,-82.73243936008646,-85.8777509351951,89.86776216501545,49.955611315327644,-39.912150849687805,55.58791062761639,30.9284,0.0,0.0,24.2612,False,True,9.684424736842104,0.31919058674407097,-77.57103157894737,-10.432519516759342,86.55101098385971
33,3449,42.45729366149027,61.74998203791214,19.29268837642187,45.440221720775334,54.559778279224666,100.94585168301688,107.0465214812111,6.100669798194218,6.043507183783159,93.95649281621684,3GPP,12.054148316983117,5.9534785187888986,-6.100669798194218,-50.61054201232095,49.38945798767905,-80.94585168301688,-87.0465214812111,-80.4369034820495,-85.26658568833989,97.14483717473928,61.697760329858944,-35.447076844880335,63.51110581294206,0.0,7.488,27.2244,12.237199999999993,False,True,13.8848145,1.8306661830168824,-73.083155,-13.963366481211096,80.8938646926079
34,3509,42.45729366149027,22.646849548848557,-19.81044411264171,-46.65969590664286,53.34030409335714,100.94585168301688,90.7104324558693,-10.235419227147588,-10.139514458987515,89.86048554101248,3GPP,12.054148316983117,22.289567544130705,10.235419227147588,84.91200670500199,15.087993294998014,-80.94585168301688,-70.7104324558693,-80.4369034820495,-70.65958343145508,97.14483717473928,99.98239882492109,2.8375616501818115,97.079040191217,27.2244,0.0,0.0,27.2244,False,True,13.7746025,1.7204541830168836,-74.16105,3.450617544130708,95.34712959952603
35,3529,35.05163887083539,20.862775277721813,-14.188863593113577,-40.47988639104512,59.52011360895488,97.82420246883609,89.37409315000184,-8.45010931883425,-8.638055926421897,91.3619440735781,3GPP,15.175797531163909,23.62590684999816,8.45010931883425,55.681484294197546,44.318515705802454,-77.82420246883609,-69.37409315000184,-77.56871616636302,-69.33665448550303,99.38668744175415,99.9909760532263,0.6042886114721568,99.39198233986187,0.0,17.783999999999992,24.2612,0.0,False,True,14.0681815,-1.107616031163909,-71.80842,2.4343268499981576,96.60997018177234
36,3540,35.05163887083539,22.652929899982933,-12.398708970852457,-35.372694031629905,64.6273059683701,97.82420246883609,90.71480443570069,-7.109398033135406,-7.267524655159086,92.7324753448409,3GPP,15.175797531163909,22.285195564299315,7.109398033135406,46.846948363247904,53.153051636752096,-77.82420246883609,-70.71480443570069,-77.56871616636302,-70.66390449548733,99.38668744175415,99.98236031363962,0.5956728718854691,99.40065124694435,24.2612,2.519999999999987,0.0,9.36,False,True,13.901147,-1.2746505311639087,-73.724985,3.0101805642993185,95.91701434147552
37,3549,29.582872009958265,22.754080383785723,-6.828791626172542,-23.083599266067935,76.91640073393206,95.06165269188503,90.78736344588555,-4.2742892459994835,-4.496333826483494,95.5036661735165,3GPP,17.93834730811497,22.212636554114454,4.2742892459994835,23.827664681605732,76.17233531839426,-75.06165269188503,-70.78736344588555,-74.92454054325813,-70.73561104926898,99.84518938901078,99.98170872338636,0.13651933437557773,99.86326899151477,0.0,8.387999999999987,20.7424,0.0,False,True,15.035614,-2.9027333081149695,-70.87417500000001,0.08681155411446184,99.87751313632297
38,3572,29.582872009958265,17.129187038972585,-12.45368497098568,-42.09761975373279,57.90238024626721,95.06165269188503,86.16276833073897,-8.89888436114606,-9.36117152306328,90.63882847693672,3GPP,17.93834730811497,26.83723166926103,8.89888436114606,49.608161823917705,50.391838176082295,-75.06165269188503,-66.16276833073897,-74.92454054325813,-66.14485545995927,99.84518938901078,99.9981882531095,0.15299886409871988,99.84676391017436,20.7424,0.0,0.0,20.59199999999999,False,True,16.054734,-1.8836133081149704,-71.020425,4.857656669261033,93.1601976906488
39,3587,25.06518830403507,15.898411716923507,-9.166776587111562,-36.571744348858,63.428255651142,92.36280158224558,84.94840538118189,-7.4143962010636955,-8.027470013955192,91.9725299860448,3GPP,20.63719841775442,28.051594618818115,7.4143962010636955,35.92733883241151,64.07266116758849,-72.36280158224558,-64.94840538118189,-72.28861085091684,-64.93485513576707,99.9597977022367,99.99901279910229,0.03921509686558977,99.96076913142382,17.7792,13.103999999999996,0.0,0.0,False,True,15.072016,-5.56518241775442,-72.096435,7.148029618818114,90.08546037148977
40,3592,25.06518830403507,18.06506669610881,-7.000121607926257,-27.92766414924302,72.07233585075699,92.36280158224558,87.0291239956002,-5.333677586645379,-5.7747031221177725,94.22529687788223,3GPP,20.63719841775442,25.9708760043998,5.333677586645379,25.844969257342388,74.15503074265762,-72.36280158224558,-67.0291239956002,-72.28861085091684,-67.00726635049286,99.9597977022367,99.99720604117779,0.0374083389410913,99.96257661599864,0.0,17.7792,17.7792,0.0,False,True,15.832815263157894,-4.804383154596525,-71.34276315789474,4.313639162294535,93.95364158695725
41,3596,21.063418042618405,19.589282639905957,-1.4741354027124487,-6.998557402838301,93.0014425971617,89.52997191686445,88.34833511147887,-1.1816368053855797,-1.3198226025166426,98.68017739748336,3GPP,23.470028083135546,24.651664888521125,1.1816368053855797,5.034662937768908,94.96533706223109,-69.52997191686445,-68.34833511147887,-69.49117117569513,-68.31874561956694,99.99024466938513,99.99459654272576,0.004351873340624479,99.99564770207833,0.0,12.919199999999996,13.1492,2.8080000000000003,False,True,15.973051000000002,-7.496977083135544,-69.887545,1.5392098885211283,97.79759055991862
42,3597,21.063418042618405,19.795869577404666,-1.2675484652137392,-6.017771962029433,93.98222803797057,89.52997191686445,88.5191870406478,-1.0107848762166611,-1.1289904984615136,98.87100950153848,3GPP,23.470028083135546,24.480812959352207,1.0107848762166611,4.306705013885192,95.69329498611481,-69.52997191686445,-68.5191870406478,-69.49117117569513,-68.488414491118,99.99024466938513,99.99411468579319,0.0038700164080580635,99.99612960602221,13.1492,11.299199999999997,0.0,3.744,False,True,15.244762499999998,-8.225265583135547,-71.90789,3.3887029593522016,95.2874393069353
43,3599,18.20327945727768,20.13921463494721,1.9359351776695277,10.635090134242486,89.36490986575751,87.15325151265819,88.7992350379981,1.6459835253399149,1.8886082811274705,98.11139171887253,3GPP,25.846748487341813,24.200764962001898,-1.6459835253399149,-6.368242125875209,93.63175787412479,-67.15325151265819,-68.7992350379981,-67.130761769784,-68.76642051799118,99.99702714879989,99.99323017468745,-0.0037969741124328493,99.99620291300582,0.0,10.615199999999994,8.8896,3.0600000000000005,False,True,15.2799585,-10.566789987341814,-70.51801,1.718774962001902,97.56264397988272
45,3600,16.504213371320873,20.41605953319079,3.911846161869917,23.702106085634316,76.29789391436569,85.55744625942573,89.02158727530244,3.464141015876706,4.048906515246845,95.95109348475316,3GPP,27.44255374057427,23.978412724697563,-3.464141015876706,-12.62324581241474,87.37675418758526,-65.55744625942573,-69.02158727530244,-65.54185973165112,-68.98705578513044,99.99866138538674,99.99243415952634,-0.006227225860399699,99.99377269077993,0.0,11.551199999999994,5.556,1.4400000000000004,False,True,16.5250355,-10.917518240574267,-69.856945,0.835357724697559,98.8041880092272
46,3699,16.504213371320873,6.859223853931019,-9.644989517389853,-58.43955904102529,41.56044095897471,85.55744625942573,71.25795176450868,-14.299494494917056,-16.713325514132794,83.28667448586721,3GPP,27.44255374057427,41.742048235491325,14.299494494917056,52.10701099502637,47.89298900497363,-65.55744625942573,-51.257951764508675,-65.54185973165112,-51.25737160090605,99.99866138538674,99.99999894908983,0.0013375637030890175,99.99866241839185,5.556,0.0,0.0,5.556,False,True,16.76823157894737,-10.6743221616269,-69.10065263157894,17.842700867070263,74.17867966862565
44,4109,18.20327945727768,68.4357359819767,50.232456524699025,275.952784456188,0.0,87.15325151265819,108.72075047759373,21.567498964935538,24.746637205845456,75.25336279415454,3GPP,25.846748487341813,4.279249522406275,-21.567498964935538,-83.44376073260436,16.55623926739564,-67.15325151265819,-88.72075047759373,-67.130761769784,-86.30314292323162,99.99702714879989,41.0868734245817,-58.91015372421819,41.0880949125044,8.8896,5.556,0.0,0.0,False,True,14.924872105263155,-10.921876382078658,-72.50233684210527,-16.21841363548846,77.63049531657342
