waypoint,step,actual_distance_m,simulated_distance_m,distance_error_m,distance_error_pct,distance_accuracy_pct,actual_path_loss_db,simulated_path_loss_db,path_loss_error_db,path_loss_error_pct,path_loss_accuracy_pct,path_loss_model,actual_snr_db,simulated_snr_db,snr_error_db,snr_error_pct,snr_accuracy_pct,actual_rsrp_dbm,simulated_rsrp_dbm,actual_rssi_dbm,simulated_rssi_dbm,actual_prr_pct,simulated_prr_pct,prr_error_pct,prr_accuracy_pct,actual_speed_src_kmh,simulated_speed_src_kmh,actual_speed_dst_kmh,simulated_speed_dst_kmh,calibration_enabled,realistic_speed_enabled,dataset_snr_db,dataset_snr_vs_calculated,dataset_rsrp_dbm,rsrp_error_dbm,rsrp_accuracy_pct
43,4110,18.20327945727768,68.58965774732528,50.386378290047595,276.7983560781027,0.0,87.15325151265819,108.7573389884709,21.60408747581272,24.788619014030623,75.21138098596938,3GPP,25.846748487341813,4.242661011529094,-21.60408747581272,-83.58532016664728,16.41467983335272,-67.15325151265819,-88.7573389884709,-67.130761769784,-86.32407450248718,99.99702714879989,40.644783891591764,-59.35224325720812,40.64599223645976,0.0,5.556,8.8896,0.0,False,True,15.2799585,-10.566789987341814,-70.51801,-18.239328988470902,74.13521880655608
52,4120,14.721828946049888,67.87140618584957,53.149577239799676,361.0256404593031,0.0,83.69620642089524,108.58589691479062,24.889690493895387,29.738134568165485,70.26186543183451,3GPP,29.303793579104763,4.414103085209376,-24.889690493895387,-84.9367520512536,15.063247948746394,-63.69620642089524,-88.58589691479062,-63.68604634737315,-86.225345339475,99.9994721676702,42.728218959969325,-57.27125320770088,42.72844449451338,0.0,0.0,0.0,8.424,False,True,17.906816875,-11.396976704104762,-68.07868125,-20.50721566479062,69.87718432811062
59,4121,14.930796026870484,67.62474906788935,52.69395304101887,352.9212571532504,0.0,83.92575124005108,108.52660264364656,24.60085140359547,29.312637706667843,70.68736229333216,3GPP,29.074248759948915,4.473397356353445,-24.60085140359547,-84.61388497674358,15.386115023256423,-63.925751240051085,-88.52660264364656,-63.91504039385776,-86.1908152252898,99.9994079740646,43.45523440392571,-56.54417357013889,43.45549167170676,0.0,0.0,0.0,8.8896,False,True,15.962656842105265,-13.11159191784365,-70.7954,-17.731202643646554,74.95430120650981
62,4122,14.968105293095936,67.42304311432171,52.454937821225776,350.4447409614409,0.0,83.96639625409937,108.47795328422785,24.511557030128486,29.192103178933078,70.80789682106692,3GPP,29.033603745900635,4.522046715772149,-24.511557030128486,-84.42478324307008,15.575216756929919,-63.966396254099365,-88.47795328422785,-63.955584821307156,-86.16233729331391,99.99939581959978,44.053855658663174,-55.94554016093661,44.05412182503273,0.0,0.0,0.0,7.269599999999999,False,True,15.5839355,-13.449668245900634,-71.11291,-17.365043284227852,75.58102560529747
64,4123,14.968105293095936,67.2662874308906,52.29818213779466,349.39747625851675,0.0,83.96639625409937,108.4400448477636,24.473648593664237,29.146956027030154,70.85304397296984,3GPP,29.033603745900635,4.559955152236398,-24.473648593664237,-84.2942157916575,15.705784208342493,-63.966396254099365,-88.4400448477636,-63.955584821307156,-86.14005517420341,99.99939581959978,44.52152262179294,-55.477873197806844,44.5217916137317,0.0,0.0,0.0,5.649599999999999,False,True,14.721655263157896,-14.31194848274274,-72.78716315789474,-15.652881689868863,78.49499690499877
73,4124,14.797148570638004,67.15448131331179,52.35733274267379,353.8339328873571,0.0,83.77931643454852,108.4129526107015,24.633636176152976,29.403004493833123,70.59699550616688,3GPP,29.22068356545148,4.587047389298505,-24.633636176152976,-84.30205310213238,15.697946897867624,-63.77931643454852,-88.4129526107015,-63.76896029140403,-86.12408159307108,99.9994497716032,44.856353256573776,-55.14309651502942,44.8566000703252,0.0,0.0,0.0,4.029599999999999,False,True,14.4742985,-14.74638506545148,-73.263775,-15.1491776107015,79.32241737379557
82,4125,14.505150807867146,67.08762425421384,52.58247344634669,362.5089745211582,0.0,83.45472446323899,108.39673062089412,24.94200615765513,29.886871376157792,70.11312862384221,3GPP,29.54527553676101,4.603269379105882,-24.94200615765513,-84.41960924216674,15.580390757833257,-63.45472446323899,-88.39673062089412,-63.44511329652203,-86.1144975427846,99.99953220119596,45.057064831669905,-54.94246736952606,45.05727560906634,0.0,0.0,0.0,2.4095999999999993,False,True,14.9918185,-14.55345703676101,-71.62733,-16.769400620894118,76.58798586950803
88,4126,14.505150807867146,67.06571594817689,52.56056514030974,362.3579364083723,0.0,83.45472446323899,108.39141134045917,24.936686877220183,29.88049752438468,70.11950247561532,3GPP,29.54527553676101,4.608588659540828,-24.936686877220183,-84.40160541469075,15.59839458530925,-63.45472446323899,-88.39141134045917,-63.44511329652203,-86.11135169091872,99.99953220119596,45.12291463571722,-54.87661756547874,45.123125721159695,0.0,0.0,0.0,0.7895999999999992,False,True,17.742195000000002,-11.803080536761009,-68.924055,-19.467356340459176,71.75535255367785
91,4127,14.66181958603711,67.06571594817689,52.403896362139776,357.41741367521377,0.0,83.62968531616988,108.39141134045917,24.76172602428929,29.608775796148528,70.39122420385146,3GPP,29.370314683830117,4.608588659540828,-24.76172602428929,-84.30868477524997,15.691315224750028,-63.62968531616988,-88.39141134045917,-63.61967950146279,-86.11135169091872,99.99948943482605,45.12291463571722,-54.87657479910882,45.12314501878109,0.0,0.0,0.0,0.0,False,True,17.687242105263156,-11.68307257856696,-69.5015052631579,-18.889906077301276,72.82086768368939
92,4128,14.66181958603711,67.06571594817689,52.403896362139776,357.41741367521377,0.0,83.62968531616988,108.39141134045917,24.76172602428929,29.608775796148528,70.39122420385146,3GPP,29.370314683830117,4.608588659540828,-24.76172602428929,-84.30868477524997,15.691315224750028,-63.62968531616988,-88.39141134045917,-63.61967950146279,-86.11135169091872,99.99948943482605,45.12291463571722,-54.87657479910882,45.12314501878109,0.0,0.0,0.0,0.0,False,True,16.868775,-12.501539683830117,-69.57402499999999,-18.81738634045918,72.95343148472554
93,4129,14.769251369875644,67.06571594817689,52.29646457830124,354.09015168479436,0.0,83.74858322733166,108.39141134045917,24.642828113127507,29.42477014355656,70.57522985644344,3GPP,29.251416772668335,4.608588659540828,-24.642828113127507,-84.24490445930482,15.75509554069518,-63.748583227331665,-88.39141134045917,-63.738300025202804,-86.11135169091872,99.99945816206748,45.12291463571722,-54.87654352635026,45.123159130109734,0.0,0.0,0.0,0.0,False,True,16.51014894736842,-12.741267825299914,-70.1297,-18.261711340459172,73.96008917696899
102,4130,14.71467083101756,67.06571594817689,52.35104511715933,355.7744900878568,0.0,83.68828582076227,108.39141134045917,24.703125519696897,29.518020685241808,70.48197931475819,3GPP,29.311714179237725,4.608588659540828,-24.703125519696897,-84.27731441648262,15.722685583517375,-63.688285820762275,-88.39141134045917,-63.678144238550125,-86.11135169091872,99.99947425389986,45.12291463571722,-54.87655961818264,45.12315186892843,0.0,0.0,0.0,0.0,False,True,17.0855,-12.226214179237726,-70.10424,-18.287171340459167,73.91431482538123
111,4131,14.984347399408266,67.06571594817689,52.08136854876862,347.57181718054215,0.0,83.98405889238913,108.39141134045917,24.407352448070043,29.06188718426171,70.9381128157383,3GPP,29.01594110761087,4.608588659540828,-24.407352448070043,-84.11704572169815,15.882954278301852,-63.98405889238913,-88.39141134045917,-63.973203455279545,-86.11135169091872,99.99939046029233,45.12291463571722,-54.87647582457511,45.123189679475686,0.0,0.0,0.0,0.0,False,True,17.067308,-11.94863310761087,-68.966635,-19.424776340459175,71.83453079817627
118,4132,14.876761540896034,67.06571594817689,52.18895440728085,350.8085698881041,0.0,83.866705212689,108.39141134045917,24.524706127770173,29.242481942714495,70.75751805728551,3GPP,29.133294787311,4.608588659540828,-24.524706127770173,-84.18102486112178,15.818975138878216,-63.866705212689,-88.39141134045917,-63.85613882828488,-86.11135169091872,99.99942519686844,45.12291463571722,-54.87651056115122,45.12317400513446,0.0,0.0,0.0,0.0,False,True,17.99458,-11.138714787311002,-69.053785,-19.337626340459167,71.99628327330765
122,4133,14.930554035904056,67.06571594817689,52.135161912272835,349.1843757900844,0.0,83.92548728177096,108.39141134045917,24.465924058688216,29.151959495387214,70.84804050461278,3GPP,29.074512718229045,4.608588659540828,-24.465924058688216,-84.14904248196962,15.850957518030384,-63.925487281770955,-88.39141134045917,-63.914777085746486,-86.11135169091872,99.99940805219407,45.12291463571722,-54.87649341647685,45.12318174140151,0.0,0.0,0.0,0.0,False,True,19.19002,-9.884492718229044,-66.43336500000001,-21.958046340459163,66.94726160497942
124,4134,14.878871181302404,67.06571594817689,52.186844766874486,350.74465079350443,0.0,83.86901453643296,108.39141134045917,24.522396804026215,29.238923265723614,70.76107673427639,3GPP,29.130985463567043,4.608588659540828,-24.522396804026215,-84.17977083094354,15.82022916905646,-63.86901453643296,-88.39141134045917,-63.85844253878518,-86.11135169091872,99.9994245327857,45.12291463571722,-54.87650989706847,45.123174304791405,0.0,0.0,0.0,0.0,False,True,17.853677777777776,-11.277307685789268,-68.24768888888889,-20.143722451570284,70.48438887891808
125,4135,14.829320902575011,67.06571594817689,52.236395045601874,352.25075638178,0.0,83.81468751985898,108.39141134045917,24.576723820600193,29.322693370153065,70.67730662984694,3GPP,29.18531248014102,4.608588659540828,-24.576723820600193,-84.20921940555985,15.79078059444015,-63.81468751985898,-88.39141134045917,-63.80424678848399,-86.11135169091872,99.99943995401111,45.12291463571722,-54.876525318293886,45.123167346206,0.0,0.0,0.0,0.0,False,True,17.43458,-11.750732480141021,-68.80807999999999,-19.583331340459182,71.53919809932324
123,4148,14.878871181302404,66.12333416198318,51.24446298068078,344.41095938163204,0.0,83.86901453643296,108.16094304788788,24.291928511454927,28.96412774815953,71.03587225184047,3GPP,29.130985463567043,4.8390569521121165,-24.291928511454927,-83.38862597640532,16.611374023594678,-63.86901453643296,-88.16094304788788,-63.85844253878518,-85.97354477077502,99.9994245327857,47.98929683784849,-52.010127694937204,47.9895730021074,0.0,0.0,0.0,0.0,False,True,18.032036842105263,-11.09894862146178,-68.56068421052632,-19.600258837361565,71.41180975210821
