waypoint,step,actual_distance_m,simulated_distance_m,distance_error_m,distance_error_pct,distance_accuracy_pct,actual_speed_src_kmh,simulated_speed_src_kmh,speed_error_src_kmh,actual_speed_dst_kmh,simulated_speed_dst_kmh,speed_error_dst_kmh,calibration_enabled,realistic_speed_enabled
31,253,19.47940418739101,14.612232960615813,-4.8671712267751985,-24.986242802671093,75.01375719732891,39.2624,37.966,-1.2963999999999984,37.4104,39.2624,1.8519999999999968,True,True
28,257,19.03614661638192,14.674060004697562,-4.362086611684358,-22.914756329573972,77.08524367042602,37.4104,39.2624,1.8519999999999968,39.2624,37.4104,-1.8519999999999968,True,True
33,263,19.78010086481037,14.56850914644524,-5.211591718365131,-26.347649862780887,73.65235013721912,38.52160000000001,37.4104,-1.1112000000000037,37.4104,39.2624,1.8519999999999968,True,True
30,267,19.47940418739101,14.586625287894915,-4.892778899496097,-25.117703048962785,74.88229695103722,37.4104,38.52160000000001,1.1112000000000037,39.2624,37.4104,-1.8519999999999968,True,True
34,273,19.81208905910582,14.464673941576454,-5.347415117529366,-26.990667675560665,73.00933232443933,37.2252,37.4104,0.1852000000000018,38.3364,39.2624,0.9260000000000019,True,True
32,277,19.78010086481037,14.377243786194967,-5.402857078615405,-27.314608330573854,72.68539166942614,37.4104,37.2252,-0.1852000000000018,38.52160000000001,38.3364,-0.1852000000000089,True,True
37,283,19.19371014468592,14.264836558292245,-4.928873586393674,-25.67962915579566,74.32037084420435,36.4844,37.4104,0.9260000000000019,39.077200000000005,38.52160000000001,-0.5555999999999983,True,True
35,287,19.81208905910582,14.114948244537738,-5.6971408145680815,-28.75588130848636,71.24411869151365,38.3364,36.4844,-1.8519999999999968,37.2252,39.077200000000005,1.8520000000000039,True,True
38,292,18.49646838656416,14.126818449370637,-4.369649937193524,-23.62423921080869,76.3757607891913,36.299200000000006,38.3364,2.0371999999999915,39.077200000000005,37.2252,-1.8520000000000039,True,True
36,297,19.19371014468592,13.980673296799225,-5.213036847886695,-27.16013115020394,72.83986884979606,39.077200000000005,36.299200000000006,-2.7779999999999987,36.4844,39.077200000000005,2.592800000000004,True,True
41,302,17.660143545940393,14.045966167815207,-3.614177378125186,-20.46516421977777,79.53483578022224,35.9288,39.077200000000005,3.1484000000000023,38.3364,36.4844,-1.8519999999999968,True,True
39,307,18.49646838656416,13.968519809482691,-4.527948577081469,-24.480070911107397,75.51992908889261,39.077200000000005,35.9288,-3.1484000000000023,36.299200000000006,38.3364,2.0371999999999915,True,True
42,313,17.131894381472808,14.090526559637054,-3.0413678218357543,-17.752665024159995,82.24733497584,35.188,39.077200000000005,3.8892000000000024,37.04,36.299200000000006,-0.740799999999993,True,True
40,317,17.660143545940393,14.092893842161939,-3.5672497037784545,-20.199437759374682,79.80056224062531,38.3364,35.188,-3.148399999999995,35.9288,37.04,1.1111999999999966,True,True
43,323,16.464966590972907,14.200076421323027,-2.2648901696498793,-13.755813940683181,86.24418605931682,34.4472,38.3364,3.8891999999999953,36.114,35.9288,-0.1851999999999947,True,True
46,329,16.020784322571078,14.149358349684226,-1.8714259728868523,-11.681238166662483,88.31876183333752,33.891600000000004,34.4472,0.5555999999999983,35.7436,36.114,0.3703999999999965,True,True
44,337,16.464966590972907,13.902667166629806,-2.5622994243431005,-15.562129508042297,84.43787049195771,36.114,33.891600000000004,-2.2223999999999933,34.4472,35.7436,1.2963999999999984,True,True
48,343,15.545099188587704,13.982336010197724,-1.5627631783899805,-10.053092356832751,89.94690764316725,34.0768,36.114,2.0371999999999986,35.0028,34.4472,-0.5555999999999983,True,True
45,347,16.020784322571078,13.968816164474909,-2.0519681580961695,-12.808162926238442,87.19183707376156,35.7436,34.0768,-1.666800000000002,33.891600000000004,35.0028,1.1111999999999966,True,True
47,355,15.545099188587704,14.15889523112321,-1.3862039574644935,-8.917305323353375,91.08269467664662,35.0028,35.7436,0.7408000000000001,34.0768,33.891600000000004,-0.1851999999999947,True,True
48,365,15.545099188587704,14.335059610974595,-1.2100395776131094,-7.784058261277929,92.21594173872207,34.0768,35.0028,0.9260000000000019,35.0028,34.0768,-0.9260000000000019,True,True
49,703,15.3762513675277,15.201840493217084,-0.17441087431061675,-1.1342873509400733,98.86571264905993,34.262,34.0768,-0.1852000000000018,34.0768,35.0028,0.9260000000000019,True,True
46,707,16.020784322571078,15.195000140358447,-0.8257841822126313,-5.1544553973503975,94.8455446026496,33.891600000000004,34.262,0.3703999999999965,35.7436,34.0768,-1.666800000000002,True,True
47,713,15.545099188587704,15.055260923619587,-0.48983826496811744,-3.1510784140105574,96.84892158598944,35.0028,33.891600000000004,-1.1111999999999966,34.0768,35.7436,1.666800000000002,True,True
43,717,16.464966590972907,15.068941013818431,-1.3960255771544752,-8.478763497278283,91.52123650272172,34.4472,35.0028,0.5555999999999983,36.114,34.0768,-2.0371999999999986,True,True
45,723,16.020784322571078,14.967719585747679,-1.0530647368233996,-6.573115994950237,93.42688400504976,35.7436,34.4472,-1.2963999999999984,33.891600000000004,36.114,2.2223999999999933,True,True
42,727,17.131894381472808,15.017062260268613,-2.114832121204195,-12.34441489139268,87.65558510860733,35.188,35.7436,0.5555999999999983,37.04,33.891600000000004,-3.148399999999995,True,True
44,733,16.464966590972907,14.956719323621769,-1.5082472673511376,-9.16034210587497,90.83965789412503,36.114,35.188,-0.9259999999999948,34.4472,37.04,2.592799999999997,True,True
41,737,17.660143545940393,14.9934025920831,-2.6667409538572926,-15.100335662165707,84.8996643378343,35.9288,36.114,0.1851999999999947,38.3364,34.4472,-3.8891999999999953,True,True
38,744,18.49646838656416,14.882422040460543,-3.614046346103617,-19.539115633170606,80.46088436682939,36.299200000000006,35.9288,-0.3704000000000036,39.077200000000005,38.3364,-0.7408000000000072,True,True
40,753,17.660143545940393,14.467103215570445,-3.193040330369948,-18.080489108504132,81.91951089149586,38.3364,36.299200000000006,-2.0371999999999915,35.9288,39.077200000000005,3.1484000000000023,True,True
37,758,19.19371014468592,14.535519302990348,-4.658190841695571,-24.26936119479362,75.73063880520638,36.4844,38.3364,1.8519999999999968,39.077200000000005,35.9288,-3.1484000000000023,True,True
39,763,18.49646838656416,14.469720077644999,-4.026748308919162,-21.770362994506524,78.22963700549347,39.077200000000005,36.4844,-2.592800000000004,36.299200000000006,39.077200000000005,2.7779999999999987,True,True
34,768,19.81208905910582,14.553749654169911,-5.258339404935908,-26.541064848076317,73.45893515192368,37.2252,39.077200000000005,1.8520000000000039,38.3364,36.299200000000006,-2.0371999999999915,True,True
36,773,19.19371014468592,14.550910224703973,-4.642799919981947,-24.189173875106054,75.81082612489395,39.077200000000005,37.2252,-1.8520000000000039,36.4844,38.3364,1.8519999999999968,True,True
33,777,19.78010086481037,14.64397067071821,-5.136130194092162,-25.96614764098374,74.03385235901627,38.52160000000001,39.077200000000005,0.5555999999999983,37.4104,36.4844,-0.9260000000000019,True,True
35,783,19.81208905910582,14.781365391754306,-5.030723667351513,-25.392191870040808,74.6078081299592,38.3364,38.52160000000001,0.1852000000000089,37.2252,37.4104,0.1852000000000018,True,True
31,786,19.47940418739101,14.837572585604075,-4.6418316017869365,-23.829433165063573,76.17056683493642,39.2624,38.3364,-0.9260000000000019,37.4104,37.2252,-0.1852000000000018,True,True
32,793,19.78010086481037,15.043669365179184,-4.736431499631188,-23.945436537472354,76.05456346252765,37.4104,39.2624,1.8519999999999968,38.52160000000001,37.4104,-1.1112000000000037,True,True
29,797,19.03614661638192,15.025553117783906,-4.0105934985980145,-21.068305363579316,78.93169463642069,39.2624,37.4104,-1.8519999999999968,37.4104,38.52160000000001,1.1112000000000037,True,True
30,803,19.47940418739101,15.14750695799152,-4.331897229399491,-22.238345627652826,77.76165437234718,37.4104,39.2624,1.8519999999999968,39.2624,37.4104,-1.8519999999999968,True,True
27,806,18.66673686646802,15.13563857323767,-3.5310982932303503,-18.91652685999681,81.08347314000319,39.2624,37.4104,-1.8519999999999968,37.966,39.2624,1.2963999999999984,True,True
28,814,19.03614661638192,15.241984192007065,-3.7941624243748553,-19.93135743717017,80.06864256282984,37.4104,39.2624,1.8519999999999968,39.2624,37.966,-1.2963999999999984,True,True
25,816,18.37194720609589,15.242604684907032,-3.129342521188857,-17.03326536966385,82.96673463033615,39.2624,37.6424,-1.6199999999999974,37.966,38.902,0.9359999999999999,True,True
26,824,18.66673686646802,15.348945027877408,-3.3177918385906136,-17.773818007530423,82.22618199246958,37.966,39.2624,1.2963999999999984,39.2624,37.966,-1.2963999999999984,True,True
23,827,18.082746803875832,15.333162925857335,-2.7495838780184965,-15.20556532611049,84.79443467388951,39.4476,37.966,-1.4816000000000003,38.52160000000001,39.2624,0.740799999999993,True,True
24,833,18.37194720609589,15.380172007515437,-2.991775198580452,-16.284475265571025,83.71552473442898,37.966,39.4476,1.4816000000000003,39.2624,38.52160000000001,-0.740799999999993,True,True
20,837,17.74987130667995,15.330208840094585,-2.4196624665853648,-13.632000056669447,86.36799994333055,39.2624,37.966,-1.2963999999999984,38.7068,39.2624,0.5555999999999983,True,True
22,844,18.082746803875832,15.358481733969874,-2.7242650699059574,-15.065548942608887,84.93445105739112,38.52160000000001,39.2624,0.740799999999993,39.4476,38.7068,-0.7408000000000001,True,True
19,847,17.749859877562898,15.336622848223177,-2.4132370293397205,-13.595808902076046,86.40419109792396,39.4476,38.52160000000001,-0.9259999999999948,39.2624,39.4476,0.1852000000000018,True,True
21,854,17.74987130667995,15.339693792629364,-2.410177514050586,-13.57856331692695,86.42143668307305,38.7068,39.4476,0.7408000000000001,39.2624,39.2624,0.0,True,True
17,856,17.638939080054833,15.333933720871203,-2.30500535918363,-13.067709734254972,86.93229026574502,39.4476,38.7068,-0.7408000000000001,40.00320000000001,39.2624,-0.7408000000000072,True,True
18,864,17.749859877562898,15.261228456179529,-2.488631421383369,-14.020569393503655,85.97943060649635,39.2624,39.4476,0.1852000000000018,39.4476,40.00320000000001,0.5556000000000054,True,True
15,866,18.00501005259536,15.249318944546728,-2.755691108048632,-15.30513507073221,84.6948649292678,39.4476,39.2624,-0.1852000000000018,40.3736,39.4476,-0.9260000000000019,True,True
16,874,17.638939080054833,15.136786492844623,-2.50215258721021,-14.18539162618635,85.81460837381366,40.00320000000001,39.4476,-0.5556000000000054,39.4476,40.3736,0.9260000000000019,True,True
12,877,18.304705222315,15.140161144599968,-3.164544077715032,-17.288145530238765,82.71185446976124,39.818000000000005,40.00320000000001,0.1852000000000018,41.4848,39.4476,-2.0371999999999986,True,True
14,884,18.00501005259536,15.000144142197984,-3.004865910397376,-16.689054333320048,83.31094566667996,40.3736,39.818000000000005,-0.5555999999999983,39.4476,41.4848,2.0371999999999986,True,True
11,886,18.971223088084347,14.980093917815026,-3.9911291702693212,-21.03780632244061,78.96219367755938,39.818000000000005,40.3736,0.5555999999999983,42.2256,39.8648,-2.3607999999999976,True,True
13,894,18.304705222315,14.75699786233459,-3.5477073599804108,-19.381395749850437,80.61860425014956,41.4848,39.818000000000005,-1.666799999999995,39.818000000000005,42.2256,2.407599999999995,True,True
9,896,19.74966462565046,14.71890531675165,-5.03075930889881,-25.472631582639448,74.52736841736055,39.818000000000005,40.754000000000005,0.9359999999999999,42.596,40.6056,-1.990399999999994,True,True
10,905,18.971223088084347,14.419412119308753,-4.5518109687755945,-23.99323937967155,76.00676062032845,42.2256,39.818000000000005,-2.407599999999995,39.818000000000005,42.596,2.7779999999999916,True,True
7,906,20.52890803927758,14.372572046880737,-6.156335992396844,-29.98861888132598,70.01138111867402,39.2624,39.818000000000005,0.5556000000000054,42.596,42.596,0.0,True,True
8,915,19.74966462565046,13.92825249737381,-5.82141212827665,-29.47600497841325,70.52399502158676,42.596,39.2624,-3.333599999999997,39.818000000000005,42.596,2.7779999999999916,True,True
5,916,21.369210755975924,13.870820986289589,-7.4983897696863355,-35.08968981266378,64.91031018733622,38.7068,39.2624,0.5555999999999983,41.67,42.596,0.9259999999999948,True,True
3,925,22.375356066218483,13.453945884560968,-8.921410181657516,-39.8715897760695,60.1284102239305,38.1512,38.7068,0.5555999999999983,40.744,41.67,0.9260000000000019,True,True
0,935,23.06607609797377,13.018228122568612,-10.047847975405158,-43.56114985802812,56.43885014197188,37.7808,38.1512,0.3704000000000036,39.818000000000005,40.744,0.9259999999999948,True,True
2,946,22.375356066218483,12.630418453302195,-9.744937612916289,-43.55210073116489,56.44789926883511,40.744,37.7808,-2.9632000000000005,38.1512,39.818000000000005,1.666800000000002,True,True
1,955,23.06607609797377,12.890449639907573,-10.175626458066198,-44.11511700058976,55.88488299941024,39.818000000000005,40.744,0.9259999999999948,37.7808,38.1512,0.3704000000000036,True,True
0,976,23.06607609797377,13.618823904446877,-9.447252193526893,-40.95734425482444,59.04265574517556,37.7808,39.818000000000005,2.0372000000000057,39.818000000000005,37.7808,-2.0372000000000057,True,True
