waypoint,step,actual_distance_m,simulated_distance_m,distance_error_m,distance_error_pct,distance_accuracy_pct,actual_path_loss_db,simulated_path_loss_db,path_loss_error_db,path_loss_error_pct,path_loss_accuracy_pct,path_loss_model,actual_snr_db,simulated_snr_db,snr_error_db,snr_error_pct,snr_accuracy_pct,actual_rsrp_dbm,simulated_rsrp_dbm,actual_rssi_dbm,simulated_rssi_dbm,actual_prr_pct,simulated_prr_pct,prr_error_pct,prr_accuracy_pct,actual_speed_src_kmh,simulated_speed_src_kmh,actual_speed_dst_kmh,simulated_speed_dst_kmh,calibration_enabled,realistic_speed_enabled,dataset_snr_db,dataset_snr_vs_calculated,dataset_rsrp_dbm,rsrp_error_dbm,rsrp_accuracy_pct,dataset_rssi_dbm,rssi_error_dbm,rssi_accuracy_pct,dataset_noise_power,dataset_rx_power_dbm
13,176,18.304705222315,14.307674245744549,-3.9970309765704517,-21.8360849192902,78.1639150807098,87.24374287460063,83.23147928336873,-4.0122635912319,-4.5989127231724884,95.40108727682751,3GPP,25.756257125399372,29.768520716631272,4.0122635912319,15.57782084445504,84.42217915554497,-67.24374287460063,-63.23147928336873,-67.22078085981971,-63.222349180840894,99.99688955501689,99.9995816090838,0.0026920540669124193,99.99730786219563,41.4848,39.4476,39.818000000000005,40.3736,True,True,13.42733588235294,-12.328921243046432,-74.28964117647058,11.058161893101854,85.11479969753272,-46.50628823529412,-16.716060945546772,64.05634252948019,0.0009708196862745,0.0274321888235294
17,183,17.638939080054833,14.438919043423184,-3.200020036631649,-18.141794254792003,81.858205745208,86.64035740739797,83.38019069817797,-3.2601667092200017,-3.762873107609809,96.2371268923902,3GPP,26.35964259260203,29.61980930182203,3.2601667092200017,12.368023192146712,87.63197680785329,-66.64035740739797,-63.38019069817797,-66.62036706873471,-63.3707428935203,99.99769960427048,99.99954931367562,0.0018497094051355134,99.99815024804325,39.4476,41.4848,40.00320000000001,39.818000000000005,True,True,13.335847222222222,-13.023795370379807,-74.44790555555556,11.067714857377595,85.13361151695733,-46.7269,-16.6438428935203,64.3805968435306,0.0009493147777777,0.0243557277777777
14,187,18.00501005259536,14.445854422050433,-3.559155630544927,-19.76758480083096,80.23241519916904,86.97489145300702,83.38801141917793,-3.5868800338290896,-4.124040828228109,95.8759591717719,3GPP,26.025108546992982,29.61198858082207,3.5868800338290896,13.78238260698255,86.21761739301745,-66.97489145300702,-63.38801141917793,-66.95330438517831,-63.378546604245585,99.99728078292465,99.9995475478874,0.002266764962755019,99.99773317339731,40.3736,39.4476,39.4476,40.00320000000001,True,True,15.107403921568627,-10.917704625424355,-74.8215274509804,11.43351603180247,84.71894864844455,-47.032319607843135,-16.34622699640245,65.24469315420168,0.000555562862745,0.0230674058823529
19,193,17.749859877562898,14.515340436366888,-3.23451944119601,-18.22278859386758,81.77721140613242,86.74244998214539,83.46616112253265,-3.276288859612734,-3.7770305776319533,96.22296942236805,3GPP,26.257550017854612,29.533838877467346,3.276288859612734,12.477511639071134,87.52248836092886,-66.74244998214539,-63.466161122532654,-66.72198526850404,-63.456524640624856,99.9975791317736,99.99952951851787,0.0019503867442693945,99.99804956603829,39.4476,40.3736,39.2624,39.4476,True,True,12.5307058,-13.726844217854612,-75.113748,11.647586877467347,84.49340209003105,-47.34909400000001,-16.107430640624848,65.98154414396008,0.0009809273,0.0214107378
16,197,17.638939080054833,14.540682346249515,-3.098256733805318,-17.564870085121278,82.43512991487873,86.64035740739797,83.49456965893816,-3.14578774845981,-3.6308573078337743,96.36914269216622,3GPP,26.35964259260203,29.50543034106184,3.14578774845981,11.934106228521822,88.06589377147817,-66.64035740739797,-63.49456965893816,-66.62036706873471,-63.484870005795536,99.99769960427048,99.99952278801683,0.001823183746353152,99.99817677431224,40.00320000000001,39.4476,39.4476,39.2624,True,True,13.425282368421051,-12.934360224180978,-76.81427631578947,13.31970665685131,82.65985530854583,-49.05027631578948,-14.434593690006054,70.57184021334555,0.0005528701842105,0.013686947368421
20,203,17.74987130667995,14.591243936094028,-3.158627370585922,-17.795212799076527,82.20478720092348,86.74246046870888,83.55110207281419,-3.191358395894696,-3.6791190596281655,96.32088094037184,3GPP,26.257539531291116,29.44889792718581,3.191358395894696,12.154064900450987,87.84593509954901,-66.74246046870888,-63.55110207281419,-66.7219957057692,-63.54127547693098,99.99757911908057,99.99950910666129,0.0019299875807234912,99.99806996569545,39.2624,40.00320000000001,38.7068,39.4476,True,True,14.126218666666666,-12.131320864624449,-73.78786666666667,10.236764593852484,86.12676439055136,-46.02527111111112,-17.51600436581986,61.94263728825432,0.0010770719555555,0.030155924
18,207,17.749859877562898,14.628951183137286,-3.120908694425612,-17.582722995862436,82.41727700413756,86.74244998214539,83.59313479626623,-3.1493151858791606,-3.6306504906506554,96.36934950934935,3GPP,26.257550017854612,29.406865203733773,3.1493151858791606,11.993941490114992,88.00605850988501,-66.74244998214539,-63.59313479626623,-66.72198526850404,-63.58321274209609,99.9975791317736,99.9994986807474,0.0019195489737882099,99.99808040455534,39.2624,39.2624,39.4476,38.7068,True,True,11.884058510638296,-14.373491507216317,-77.98336808510638,14.39023328884015,81.54704824606253,-50.19128936170213,-13.391923380393955,73.318232006583,0.0005884419787234,0.0113877859574468
23,213,18.082746803875832,14.62273672287551,-3.4600100810003216,-19.134316918371645,80.86568308162836,87.04505519539799,83.58621492420028,-3.4588402711977153,-3.9736206306416144,96.02637936935838,3GPP,25.954944804602007,29.413785075799723,3.4588402711977153,13.326324895841953,86.67367510415805,-67.04505519539799,-63.58621492420028,-67.02311742531388,-63.576308648837745,99.99718369737371,99.99950041227407,0.0023167149003597842,99.9976832198521,39.4476,39.2624,38.52160000000001,39.4476,True,True,13.310999795918368,-12.64394500868364,-73.17964693877552,9.593432014575242,86.89057351888917,-45.4275224489796,-18.148786199858144,60.048919198176954,0.0020116843469387,0.034963735510204
21,217,17.74987130667995,14.666454147720664,-3.0834171589592856,-17.37149022482703,82.62850977517297,86.74246046870888,83.63483247706375,-3.1076279916451313,-3.582591472334548,96.41740852766546,3GPP,26.257539531291116,29.365167522936247,3.1076279916451313,11.835183521067426,88.16481647893258,-66.74246046870888,-63.63483247706375,-66.7219957057692,-63.624814810333675,99.99757911908057,99.99948811915995,0.0019090000793795525,99.99809095370489,38.7068,39.4476,39.2624,38.52160000000001,True,True,12.3048084,-13.952731131291115,-77.779604,14.144771522936253,81.81429218521573,-49.96422,-13.660594810333677,72.65924533529459,0.00054615788,0.0121340106
25,223,18.37194720609589,14.635227415688423,-3.7367197904074665,-20.339269150346826,79.66073084965318,87.30345972434188,83.60012046954427,-3.703339254797612,-4.24191580321192,95.75808419678808,3GPP,25.696540275658123,29.399879530455735,3.703339254797612,14.411820482719689,85.58817951728031,-67.30345972434188,-63.600120469544265,-67.28018064450134,-63.59018246106228,99.99679528462629,99.99949692666839,0.002701642042097774,99.99729827137519,39.2624,38.7068,37.966,39.2624,True,True,12.941992040816324,-12.7545482348418,-74.29173265306122,10.691612183516952,85.60861107729677,-46.53602653061225,-17.05415593045003,63.35278879207383,0.0011063885306122,0.0246936063265306
22,227,18.082746803875832,14.691435533346418,-3.391311270529414,-18.754403339887084,81.24559666011291,87.04505519539799,83.66254891205956,-3.3825062833384294,-3.8859258297273844,96.11407417027262,3GPP,25.954944804602007,29.337451087940437,3.3825062833384294,13.032222987962916,86.96777701203709,-67.04505519539799,-63.66254891205956,-67.02311742531388,-63.65246718307691,99.99718369737371,99.99948097605976,0.002297278686043569,99.99770265661381,38.52160000000001,39.2624,39.4476,37.966,True,True,13.38728425,-12.567660554602007,-77.256085,13.593536087940436,82.40457552574605,-49.468475,-14.18399218307691,71.32720953480593,0.0004479735,0.0133863375
27,233,18.66673686646802,14.644426824433946,-4.022310042034075,-21.548008475222836,78.45199152477716,87.56270535373403,83.61035433164948,-3.9523510220845566,-4.513737904873918,95.48626209512608,3GPP,25.43729464626597,29.389645668350525,3.9523510220845566,15.537623308792927,84.46237669120707,-67.56270535373403,-63.610354331649475,-67.53799841637435,-63.600392904163016,99.99635177167664,99.99949434589264,0.003142574215999616,99.99685731113154,39.2624,38.52160000000001,37.966,39.4476,True,True,13.309116862745098,-12.12817778352087,-73.83428627450981,10.223931942860332,86.15286683364339,-46.0365137254902,-17.563879178672813,61.847938174893166,0.001146689117647,0.0285959101960784
24,237,18.37194720609589,14.694389595685454,-3.6775576104104353,-20.01724460208663,79.98275539791337,87.30345972434188,83.66582327896538,-3.6376364453765007,-4.166657835625566,95.83334216437443,3GPP,25.696540275658123,29.334176721034623,3.6376364453765007,14.156133107235332,85.84386689276467,-67.30345972434188,-63.66582327896538,-67.28018064450134,-63.65573395481428,99.99679528462629,99.9994801256308,0.002684841004509053,99.99731507295122,37.966,39.2624,39.2624,37.966,True,True,12.912164516129032,-12.784375759529091,-77.86677741935485,14.20095414038947,81.7624992184926,-50.08906129032258,-13.566672664491698,72.91489935126248,0.0004330179677419,0.0114840206451612
29,243,19.03614661638192,14.613031481537705,-4.423115134844215,-23.235349170077406,76.7646508299226,87.88185418644477,83.57540214287388,-4.306452043570886,-4.900274446229344,95.09972555377065,3GPP,25.11814581355523,29.424597857126116,4.306452043570886,17.144784792382527,82.85521520761748,-67.88185418644477,-63.575402142873884,-67.85526899498818,-63.56552047282969,99.99572061304977,99.999503105939,0.003782492889229161,99.99621734523633,39.2624,37.966,37.4104,39.2624,True,True,13.224207916666666,-11.893937896888565,-72.69905625,9.123654107126114,87.45010653817653,-44.8969375,-18.66858297282969,58.41902808442182,0.0015192670833333,0.0384182152083333
26,247,18.66673686646802,14.67486445762217,-3.9918724088458504,-21.384950339213532,78.61504966078647,87.56270535373403,83.64416884499548,-3.918536508738555,-4.475120421312397,95.5248795786876,3GPP,25.43729464626597,29.355831155004523,3.918536508738555,15.404690487845455,84.59530951215454,-67.56270535373403,-63.64416884499548,-67.53799841637435,-63.63412964423784,99.99635177167664,99.99948572403223,0.003133952355582892,99.99686593330651,37.966,39.2624,39.2624,37.4104,True,True,14.84085,-10.596444646265969,-75.86535,12.22118115500453,83.89095792083668,-47.9938,-15.640329644237838,67.41177059487302,0.0004464465,0.0161961
31,253,19.47940418739101,14.612232960615813,-4.8671712267751985,-24.986242802671093,75.01375719732891,88.25672773617165,83.57451217685451,-4.682215559317143,-5.3052222526466455,94.69477774735336,3GPP,24.743272263828345,29.425487823145488,4.682215559317143,18.92318651062969,81.07681348937031,-68.25672773617165,-63.57451217685451,-68.2277537944384,-63.564632529275606,99.9948384459007,99.99950332699812,0.004664881097426132,99.99533487810979,39.2624,37.966,37.4104,39.2624,True,True,15.028542291666668,-9.714729972161678,-73.31766875,9.743156573145484,86.7110387724303,-45.53492916666666,-18.02970336260895,60.40467462545787,0.0008134614375,0.0379993864583333
28,257,19.03614661638192,14.674060004697562,-4.362086611684358,-22.914756329573972,77.08524367042602,87.88185418644477,83.64327604532923,-4.238578141115539,-4.823041321048178,95.17695867895182,3GPP,25.11814581355523,29.35672395467077,4.238578141115539,16.87456619042379,83.12543380957621,-67.88185418644477,-63.64327604532923,-67.85526899498818,-63.63323890578257,99.99572061304977,99.99948595355251,0.003765340502738468,99.99623449835687,37.4104,39.2624,39.2624,37.4104,True,True,14.210922272727272,-10.907223540827959,-76.47323636363636,12.82996031830713,83.22294056276154,-48.679615909090906,-14.953622996691664,69.28155097891995,0.000449331590909,0.0172382113636363
33,263,19.78010086481037,14.56850914644524,-5.211591718365131,-26.347649862780887,73.65235013721912,88.50620896616414,83.52570680712628,-4.980502159037854,-5.627291256980509,94.37270874301949,3GPP,24.493791033835862,29.474293192873716,4.980502159037854,20.33373336188653,79.66626663811347,-68.50620896616414,-63.525706807126284,-68.4755279137796,-63.51593743996216,99.99415274994975,99.99951530040828,0.005362550458528403,99.9946371359614,38.52160000000001,37.4104,37.4104,39.2624,True,True,13.692902916666666,-10.800888117169196,-74.57857708333333,11.052870276207045,85.17956401359511,-46.74035625,-16.77558118996216,64.10900015345484,0.0008124553125,0.0268879120833333
30,267,19.47940418739101,14.586625287894915,-4.892778899496097,-25.117703048962785,74.88229695103722,88.25672773617165,83.54594614428815,-4.710781591883503,-5.337589227152831,94.66241077284717,3GPP,24.743272263828345,29.454053855711848,4.710781591883503,19.03863620645719,80.9613637935428,-68.25672773617165,-63.54594614428815,-68.2277537944384,-63.53613119441732,99.9948384459007,99.99951037053077,0.0046719246300739314,99.99532783421355,37.4104,38.52160000000001,39.2624,37.4104,True,True,13.891805768108108,-10.851466495720237,-75.79517297297298,12.249226828684826,83.83904099928283,-47.997324324324325,-15.538806870092998,67.62568103776951,0.0008656638378378,0.02116134
34,273,19.81208905910582,14.464673941576454,-5.347415117529366,-26.990667675560665,73.00933232443933,88.53252532928667,83.4092144594697,-5.123310869816976,-5.786925032084427,94.21307496791557,3GPP,24.46747467071333,29.590785540530305,5.123310869816976,20.939271170266668,79.06072882973334,-68.53252532928667,-63.409214459469695,-68.50165845972703,-63.39970337330474,99.99407530694315,99.99954272571313,0.005467418769981691,99.99453225728304,37.2252,37.4104,38.3364,39.2624,True,True,13.59192931818182,-10.875545352531509,-74.8361840909091,11.426969631439405,84.73068907741445,-47.04056818181818,-16.35913519148656,65.22334694543594,0.0007805530681818,0.0250025818181818
32,277,19.78010086481037,14.377243786194967,-5.402857078615405,-27.314608330573854,72.68539166942614,88.50620896616414,83.31047652871334,-5.1957324374508005,-5.870472250638512,94.12952774936149,3GPP,24.493791033835862,29.689523471286662,5.1957324374508005,21.212446984108695,78.7875530158913,-68.50620896616414,-63.31047652871334,-68.4755279137796,-63.301179011194286,99.99415274994975,99.99956475257791,0.005412002628162327,99.99458768090001,37.4104,37.2252,38.52160000000001,38.3364,True,True,12.4901425,-12.003648533835863,-76.873505,13.563028471286657,82.3566930227955,-49.081295,-14.219884011194289,71.0278956347947,0.0010706887,0.014973105
37,283,19.19371014468592,14.264836558292245,-4.928873586393674,-25.67962915579566,74.32037084420435,88.01610009556774,83.18264514691921,-4.833454948648523,-5.491557730233861,94.50844226976614,3GPP,24.983899904432263,29.817354853080786,4.833454948648523,19.346278872142957,80.65372112785704,-68.01610009556774,-63.182645146919214,-67.98868291825053,-63.17361702652896,99.99542352181575,99.99959170121015,0.004168179394397953,99.99583162984105,36.4844,37.4104,39.077200000000005,38.52160000000001,True,True,17.299,-7.684899904432264,-70.43667692307692,7.254031776157703,89.7013429749394,-42.66404230769231,-20.509574718836646,51.92772740350772,0.0009552729230769,0.0626380269230769
35,287,19.81208905910582,14.114948244537738,-5.6971408145680815,-28.75588130848636,71.24411869151365,88.53252532928667,83.01061352309858,-5.521911806188086,-6.237156102404131,93.76284389759587,3GPP,24.46747467071333,29.989386476901416,5.521911806188086,22.56837651005158,77.43162348994842,-68.53252532928667,-63.010613523098584,-68.50165845972703,-63.001935681882614,99.99407530694315,99.99962535318367,0.005550046240529127,99.99444962491678,38.3364,36.4844,37.2252,39.077200000000005,True,True,13.878735666666667,-10.588739004046662,-76.59206,13.58144647690142,82.26781408294617,-48.87707666666667,-14.124859015215947,71.1012605939077,0.0004668095,0.0149302843333333
38,292,18.49646838656416,14.126818449370637,-4.369649937193524,-23.62423921080869,76.3757607891913,87.41347069101539,83.02430379117945,-4.389166899835942,-5.0211561961091125,94.97884380389088,3GPP,25.58652930898461,29.97569620882055,4.389166899835942,17.15420972822095,82.84579027177905,-67.41347069101539,-63.02430379117945,-67.3895960362211,-63.01559857907813,99.99661407561888,99.99962277988845,0.0030087042695754462,99.99699119385453,36.299200000000006,38.3364,39.077200000000005,37.2252,True,True,13.964457708333333,-11.622071600651276,-72.53240208333334,9.508098292153889,86.89124030218946,-44.76420625,-18.25139232907813,59.227709239057205,0.0013153353333333,0.0443105472916666
36,297,19.19371014468592,13.980673296799225,-5.213036847886695,-27.16013115020394,72.83986884979606,88.01610009556774,82.85494341423001,-5.161156681337729,-5.8638779447552825,94.13612205524471,3GPP,24.983899904432263,30.145056585769993,5.161156681337729,20.657930511569635,79.34206948843037,-68.01610009556774,-62.85494341423001,-67.98868291825053,-62.84657082170034,99.99542352181575,99.99965340776103,0.004229885945278511,99.99576992046606,39.077200000000005,36.299200000000006,36.4844,39.077200000000005,True,True,13.922103333333332,-11.061796571098931,-75.45738958333332,12.602446169103317,83.2985924391335,-47.68143333333333,-15.165137488367009,68.19487916323752,0.0010167239375,0.021566866875
41,302,17.660143545940393,14.045966167815207,-3.614177378125186,-20.46516421977777,79.53483578022224,86.65992374513627,82.93082582137502,-3.7290979237612447,-4.303140093601268,95.69685990639873,3GPP,26.34007625486373,30.069174178624976,3.7290979237612447,14.157506180615789,85.84249381938422,-66.65992374513627,-62.930825821375024,-66.63984334885956,-62.922305797287535,99.99767698919018,99.99964000503158,0.001963015841397464,99.99803693855647,35.9288,39.077200000000005,38.3364,36.4844,True,True,18.903518,-7.4365582548637335,-68.61814199999999,5.687316178624968,91.7116435787128,-40.851912,-22.070393797287537,45.974636885324884,0.00104699078,0.102952634
39,307,18.49646838656416,13.968519809482691,-4.527948577081469,-24.480070911107397,75.51992908889261,87.41347069101539,82.84077969725777,-4.572690993757618,-5.231105638078288,94.76889436192171,3GPP,25.58652930898461,30.159220302742227,4.572690993757618,17.871478145931796,82.1285218540682,-67.41347069101539,-62.84077969725777,-67.3895960362211,-62.83243433974759,99.99661407561888,99.99965585359901,0.003041777980129723,99.99695811902409,39.077200000000005,35.9288,36.299200000000006,38.3364,True,True,14.353973863636362,-11.232555445348247,-76.12428636363637,13.2835066663786,82.55023816850654,-48.357859090909095,-14.474575248838498,70.06779141808698,0.000471107340909,0.0198667145454545
42,313,17.131894381472808,14.090526559637054,-3.0413678218357543,-17.752665024159995,82.24733497584,86.16534220726774,82.98241100466397,-3.1829312026037684,-3.6939808060499986,96.30601919395001,3GPP,26.83465779273226,30.017588995336027,3.1829312026037684,11.86126995614535,88.13873004385465,-66.16534220726774,-62.98241100466397,-66.14741873903684,-62.97378927792284,99.99818592004446,99.99963059908221,0.0014446790377462548,99.99855529475414,35.188,39.077200000000005,37.04,36.299200000000006,True,True,17.024282,-9.810375792732259,-71.052832,8.070420995336022,88.64166174919526,-43.342652,-19.63113727792284,54.70711557307836,0.0008940365799999,0.055954632
40,317,17.660143545940393,14.092893842161939,-3.5672497037784545,-20.199437759374682,79.80056224062531,86.65992374513627,82.98514691568568,-3.674776829450593,-4.2404570309316,95.7595429690684,3GPP,26.34007625486373,30.014853084314325,3.674776829450593,13.95127635126736,86.04872364873265,-66.65992374513627,-62.985146915685675,-66.63984334885956,-62.97651976122464,99.99767698919018,99.9996300934143,0.0019531042241140995,99.99804685040401,38.3364,35.188,35.9288,37.04,True,True,17.430575,-8.90950125486373,-70.57300000000001,7.587853084314332,89.24822087155948,-42.8362,-20.14031976122464,52.982944889545195,0.001510999125,0.0660806125
43,323,16.464966590972907,14.200076421323027,-2.2648901696498793,-13.755813940683181,86.24418605931682,85.5186721644795,83.10854070820609,-2.4101314562734046,-2.818251728275152,97.18174827172484,3GPP,27.481327835520503,29.891459291793907,2.4101314562734046,8.77006915640456,91.22993084359544,-65.5186721644795,-63.10854070820609,-65.50322392878046,-63.09966517343373,99.99868708688795,99.99960655268781,0.0009194657998534694,99.9990805221282,34.4472,38.3364,36.114,35.9288,True,True,17.53579591836735,-9.945531917153154,-67.89032653061224,4.78178582240615,92.95660211584045,-40.18547755102041,-22.914187622413316,42.97893413529569,0.0017409701224489,0.122521481632653
