waypoint,step,actual_distance_m,simulated_distance_m,calibrated_distance_m,calibration_factor,calibration_meta,distance_error_m,distance_error_pct,distance_accuracy_pct,avg_velocity_kmh
3,105,22.375356066218483,21.87026536046615,13.275251073802952,0.607,adaptive_0.607,-9.100104992415531,-40.67021309285239,59.32978690714761,39.4476
1,114,23.06607609797377,21.236544777159374,12.89058267973574,0.607,adaptive_0.607,-10.17549341823803,-44.114540223561875,55.885459776438125,38.799400000000006
2,125,22.375356066218483,21.673875148828007,13.1560422153386,0.607,adaptive_0.607,-9.219313850879884,-41.20298163567048,58.79701836432952,39.4476
7,133,20.52890803927758,22.22275036962638,13.48920947436321,0.607,adaptive_0.607,-7.039698564914371,-34.29163670783388,65.70836329216613,40.929199999999994
4,136,21.369210755975924,22.27745127662088,13.522412924908874,0.607,adaptive_0.607,-7.84679783106705,-36.72011063334515,63.27988936665485,40.1884
9,142,19.74966462565046,22.57313934295453,13.589029884458627,0.602,adaptive_0.602,-6.160634741191833,-31.19361699535154,68.80638300464847,41.207
6,146,20.52890803927758,22.60676026632258,13.49623587899458,0.597,adaptive_0.597,-7.032672160283001,-34.25740982826519,65.7425901717348,40.929199999999994
11,152,18.971223088084347,22.876724461553653,13.543020881239762,0.592,adaptive_0.592,-5.428202206844585,-28.61282154366731,71.38717845633269,41.0218
8,156,19.74966462565046,22.891790215024756,13.437480856219532,0.587,adaptive_0.587,-6.312183769430929,-31.960966877547854,68.03903312245214,41.207
12,163,18.304705222315,23.18968326964919,13.496395662935829,0.582,adaptive_0.582,-4.808309559379172,-26.268161661065324,73.73183833893468,40.6514
10,166,18.971223088084347,23.22671435838036,13.401814184785467,0.577,adaptive_0.577,-5.56940890329888,-29.357142011560526,70.64285798843947,41.0218
15,173,18.00501005259536,23.524049817081686,13.455756495370723,0.572,adaptive_0.572,-4.549253557224636,-25.266598263125534,74.73340173687447,39.9106
13,176,18.304705222315,23.571127258228252,13.482684791706559,0.572,adaptive_0.572,-4.8220204306084415,-26.343065195772652,73.65693480422735,40.6514
17,183,17.638939080054833,23.78734603529355,13.606361932187909,0.572,adaptive_0.572,-4.032577147866924,-22.861789643724922,77.13821035627508,39.72540000000001
14,187,18.00501005259536,23.79877170024783,13.612897412541757,0.572,adaptive_0.572,-4.392112640053602,-24.393836089086186,75.6061639109138,39.9106
19,193,17.749859877562898,23.913246188413325,13.67837681977242,0.572,adaptive_0.572,-4.071483057790477,-22.938113798504546,77.06188620149545,39.355000000000004
16,197,17.638939080054833,23.954995628088163,13.702257499266429,0.572,adaptive_0.572,-3.936681580788404,-22.31813128284905,77.68186871715095,39.72540000000001
20,203,17.74987130667995,24.038293140187854,13.74990367618745,0.572,adaptive_0.572,-3.999967630492499,-22.535192291716275,77.46480770828373,38.9846
18,207,17.749859877562898,24.10041381076983,13.785436699760341,0.572,adaptive_0.572,-3.9644231778025567,-22.334954783580425,77.66504521641957,39.355000000000004
23,213,18.082746803875832,24.090175820223248,13.779580569167697,0.572,adaptive_0.572,-4.303166234708135,-23.797082829173938,76.20291717082605,38.9846
21,217,17.74987130667995,24.162197936936845,13.820777219927875,0.572,adaptive_0.572,-3.929094086752075,-22.135901826360893,77.8640981736391,38.9846
25,223,18.37194720609589,24.11075356785572,13.79135104081347,0.572,adaptive_0.572,-4.580596165282419,-24.93255676111761,75.06744323888239,38.6142
