waypoint,step,actual_distance_m,simulated_distance_m,calibrated_distance_m,calibration_factor,calibration_meta,distance_error_m,distance_error_pct,distance_accuracy_pct,avg_velocity_kmh
38,744,18.49646838656416,24.517993476870746,13.489209474363212,0.5501759141541648,combined,-5.007258912200948,-27.071432273191252,72.92856772680875,37.68820000000001
40,753,17.660143545940393,23.83377794986894,13.489209474363209,0.565970258795559,combined,-4.170934071577184,-23.617781252610335,76.38221874738966,37.1326
37,758,19.19371014468592,23.9464897907584,13.48920947436321,0.5633063380992509,combined,-5.704500670322709,-29.720677385044752,70.27932261495525,37.7808
39,763,18.49646838656416,23.83808909002471,13.48920947436321,0.5658679025580078,combined,-5.00725891220095,-27.071432273191263,72.92856772680874,37.68820000000001
34,768,19.81208905910582,23.976523318237085,13.489209474363212,0.5626007280256106,combined,-6.322879584742607,-31.91424975871766,68.08575024128234,37.7808
36,773,19.19371014468592,23.971845510220714,13.48920947436321,0.562710512572422,combined,-5.704500670322709,-29.720677385044752,70.27932261495525,37.7808
33,777,19.78010086481037,24.12515761238585,13.489209474363209,0.5591345636406476,combined,-6.290891390447163,-31.804142119613367,68.19585788038663,37.96600000000001
35,783,19.81208905910582,24.351508058903306,13.48920947436321,0.5539373348761182,combined,-6.3228795847426085,-31.914249758717666,68.08575024128234,37.7808
31,786,19.47940418739101,24.44410640132467,13.48920947436321,0.5518389280792938,combined,-5.990194713027801,-30.751426765430768,69.24857323456924,38.3364
32,793,19.78010086481037,24.783639810838853,13.489209474363209,0.5442787894481848,combined,-6.290891390447163,-31.804142119613367,68.19585788038663,37.96600000000001
29,797,19.03614661638192,24.75379426323543,13.489209474363209,0.5449350241388049,combined,-5.546937142018711,-29.13897047444039,70.86102952555962,38.3364
30,803,19.47940418739101,24.954706685323757,13.489209474363212,0.5405477068699197,combined,-5.990194713027799,-30.751426765430757,69.24857323456925,38.3364
27,806,18.66673686646802,24.935154156898964,13.489209474363209,0.5409715692746606,combined,-5.177527392104812,-27.736649576956644,72.26335042304336,38.6142
28,814,19.03614661638192,25.11035286986337,13.48920947436321,0.5371971291790376,combined,-5.5469371420187095,-29.138970474440384,70.86102952555962,38.3364
25,816,18.37194720609589,25.111375098693628,13.489209474363209,0.537175261065849,combined,-4.88273773173268,-26.577137833884954,73.42286216611504,38.6142
26,824,18.66673686646802,25.286565120061628,13.48920947436321,0.5334536110506074,combined,-5.17752739210481,-27.736649576956633,72.26335042304336,38.6142
23,827,18.082746803875832,25.26056495198902,13.489209474363209,0.5340026836296496,combined,-4.593537329512623,-25.402873685805577,74.59712631419443,38.9846
24,833,18.37194720609589,25.33800989706003,13.48920947436321,0.5323705188041766,combined,-4.8827377317326786,-26.577137833884944,73.42286216611505,38.6142
20,837,17.74987130667995,25.25569825386258,13.48920947436321,0.5341055843625383,combined,-4.260661832316739,-24.003902668935353,75.99609733106465,38.9846
22,844,18.082746803875832,25.302276332734554,13.489209474363212,0.5331223680025852,combined,-4.593537329512619,-25.40287368580556,74.59712631419444,38.9846
19,847,17.749859877562898,25.266264988835548,13.489209474363212,0.5338822133118494,combined,-4.260650403199685,-24.003853735124153,75.99614626487585,39.355000000000004
21,854,17.74987130667995,25.271324205320205,13.489209474363212,0.5337753322607217,combined,-4.260661832316737,-24.003902668935343,75.99609733106466,38.9846
17,856,17.638939080054833,25.261834795504452,13.489209474363212,0.5339758407716183,combined,-4.14972960569162,-23.525959168280774,76.47404083171922,39.72540000000001
18,864,17.749859877562898,25.142056764710922,13.48920947436321,0.5365197287000202,combined,-4.260650403199687,-24.003853735124164,75.99614626487583,39.355000000000004
15,866,18.00501005259536,25.12243648195507,13.48920947436321,0.5369387433441113,combined,-4.515800578232149,-25.080800094200512,74.91919990579949,39.9106
16,874,17.638939080054833,24.937045292989495,13.48920947436321,0.5409305439307762,combined,-4.149729605691622,-23.52595916828078,76.47404083171922,39.72540000000001
12,877,18.304705222315,24.94260485107079,13.489209474363209,0.5408099737339228,combined,-4.8154957479517915,-26.30742035704181,73.6925796429582,40.6514
14,884,18.00501005259536,24.711934336405246,13.489209474363209,0.5458580979834958,combined,-4.515800578232151,-25.080800094200523,74.91919990579947,39.9106
11,886,18.971223088084347,24.678902665263635,13.48920947436321,0.5465887060428224,combined,-5.482013613721136,-28.896469079868336,71.10353092013166,41.0218
13,894,18.304705222315,24.311363858870823,13.489209474363209,0.5548520252779325,combined,-4.8154957479517915,-26.30742035704181,73.6925796429582,40.6514
9,896,19.74966462565046,24.248608429574382,13.48920947436321,0.5562879830213818,combined,-6.26045515128725,-31.6990453759721,68.3009546240279,41.207
10,905,18.971223088084347,23.755209422254946,13.48920947436321,0.5678421618849596,combined,-5.482013613721136,-28.896469079868336,71.10353092013166,41.0218
7,906,20.52890803927758,23.678042910841413,13.48920947436321,0.5696927539643463,combined,-7.039698564914371,-34.29163670783388,65.70836329216613,40.929199999999994
8,915,19.74966462565046,22.946050242790463,13.489209474363209,0.5878662920910083,combined,-6.2604551512872515,-31.69904537597211,68.3009546240279,41.207
5,916,21.369210755975924,22.85143490327774,13.48920947436321,0.5903003260608531,combined,-7.880001281612714,-36.875490497041696,63.124509502958304,40.1884
3,925,22.375356066218483,22.164655493510654,13.48920947436321,0.6085909829869708,combined,-8.886146591855272,-39.71398964806313,60.28601035193687,39.4476
0,935,23.06607609797377,21.44683380983297,13.48920947436321,0.6289604141091755,combined,-9.57686662361056,-41.519270910806696,58.480729089193304,38.799400000000006
2,946,22.375356066218483,20.80793814382569,13.48920947436321,0.6482722786431314,combined,-8.886146591855272,-39.71398964806313,60.28601035193687,39.4476
1,955,23.06607609797377,21.23632560116569,13.48920947436321,0.6351950769497888,combined,-9.57686662361056,-41.519270910806696,58.480729089193304,38.799400000000006
0,976,23.06607609797377,22.43628320337212,13.48920947436321,0.6012229990186527,combined,-9.57686662361056,-41.519270910806696,58.480729089193304,38.799400000000006
