timestamp,timestamp_iso,lat,lon,datarate,jitter,ip_local,port_local,ip_remote,port_remote,measurement
2021-06-22 09:52:30.359267+02:00,,,,28100000.0,0.000359,10.175.117.136,47474,193.174.67.58,5204,0
2021-06-22 09:52:31.359338+02:00,,,,24700000.0,0.000507,10.175.117.136,47474,193.174.67.58,5204,0
2021-06-22 09:52:32.359230+02:00,,,,27600000.0,0.001608,10.175.117.136,47474,193.174.67.58,5204,0
2021-06-22 09:52:33.359205+02:00,,,,29700000.0,0.000171,10.175.117.136,47474,193.174.67.58,5204,0
2021-06-22 09:52:34.359206+02:00,,,,33600000.0,0.000101,10.175.117.136,47474,193.174.67.58,5204,0
2021-06-22 09:52:35.359273+02:00,,,,40300000.0,0.000292,10.175.117.136,47474,193.174.67.58,5204,0
2021-06-22 09:52:36.359247+02:00,,,,28000000.0,0.00033200000000000005,10.175.117.136,47474,193.174.67.58,5204,0
2021-06-22 09:52:37.359327+02:00,,,,29700000.0,0.000694,10.175.117.136,47474,193.174.67.58,5204,0
2021-06-22 09:52:38.359345+02:00,,,,22800000.0,0.00034300000000000004,10.175.117.136,47474,193.174.67.58,5204,0
2021-06-22 09:52:39.359216+02:00,,,,25400000.0,0.00040699999999999997,10.175.117.136,47474,193.174.67.58,5204,0
2021-06-22 09:52:40.359228+02:00,,,,15600000.0,0.000718,10.175.117.136,47474,193.174.67.58,5204,0
2021-06-22 09:52:41.359205+02:00,,,,20000000.0,0.00034399999999999996,10.175.117.136,47474,193.174.67.58,5204,0
2021-06-22 09:52:42.359522+02:00,,,,18100000.0,0.002425,10.175.117.136,47474,193.174.67.58,5204,0
2021-06-22 09:52:43.359222+02:00,,,,46300000.0,0.000449,10.175.117.136,47474,193.174.67.58,5204,0
2021-06-22 09:52:44.359243+02:00,,,,75800000.0,0.000326,10.175.117.136,47474,193.174.67.58,5204,0
2021-06-22 09:52:45.359490+02:00,,,,90500000.0,4.8e-05,10.175.117.136,47474,193.174.67.58,5204,0
2021-06-22 09:52:46.359249+02:00,,,,76500000.0,9.400000000000001e-05,10.175.117.136,47474,193.174.67.58,5204,0
2021-06-22 09:52:47.359273+02:00,,,,85900000.0,0.00011899999999999999,10.175.117.136,47474,193.174.67.58,5204,0
2021-06-22 09:52:48.359203+02:00,,,,62300000.0,0.000513,10.175.117.136,47474,193.174.67.58,5204,0
2021-06-22 09:52:49.359163+02:00,,,,57200000.0,0.000127,10.175.117.136,47474,193.174.67.58,5204,0
2021-06-22 09:52:50.359209+02:00,,,,52100000.0,9.800000000000001e-05,10.175.117.136,47474,193.174.67.58,5204,0
2021-06-22 09:52:51.359214+02:00,,,,34800000.0,0.000421,10.175.117.136,47474,193.174.67.58,5204,0
2021-06-22 09:52:52.359284+02:00,,,,62200000.0,0.000243,10.175.117.136,47474,193.174.67.58,5204,0
2021-06-22 09:52:53.359218+02:00,,,,48600000.0,0.00018800000000000002,10.175.117.136,47474,193.174.67.58,5204,0
2021-06-22 09:52:54.359325+02:00,,,,58600000.0,0.000264,10.175.117.136,47474,193.174.67.58,5204,0
2021-06-22 09:52:55.359210+02:00,,,,86600000.0,0.000328,10.175.117.136,47474,193.174.67.58,5204,0
2021-06-22 09:52:56.359235+02:00,,,,98400000.0,0.000208,10.175.117.136,47474,193.174.67.58,5204,0
2021-06-22 09:52:57.359345+02:00,,,,90800000.0,0.000174,10.175.117.136,47474,193.174.67.58,5204,0
2021-06-22 09:52:58.359222+02:00,,,,135000000.0,7.3e-05,10.175.117.136,47474,193.174.67.58,5204,0
2021-06-22 09:52:59.359283+02:00,,,,152000000.0,0.000892,10.175.117.136,47474,193.174.67.58,5204,0
2021-06-22 09:53:00.359212+02:00,,,,157000000.0,6.900000000000001e-05,10.175.117.136,47474,193.174.67.58,5204,0
2021-06-22 09:53:01.359210+02:00,,,,142000000.0,6.3e-05,10.175.117.136,47474,193.174.67.58,5204,0
2021-06-22 09:53:02.359215+02:00,,,,154000000.0,6.800000000000001e-05,10.175.117.136,47474,193.174.67.58,5204,0
2021-06-22 09:53:03.359230+02:00,,,,167000000.0,5.2e-05,10.175.117.136,47474,193.174.67.58,5204,0
2021-06-22 09:53:04.359216+02:00,,,,190000000.0,8.9e-05,10.175.117.136,47474,193.174.67.58,5204,0
2021-06-22 09:53:05.359245+02:00,,,,216000000.0,5.3e-05,10.175.117.136,47474,193.174.67.58,5204,0
2021-06-22 09:53:06.359251+02:00,,,,202000000.0,8e-05,10.175.117.136,47474,193.174.67.58,5204,0
2021-06-22 09:53:07.359251+02:00,,,,210000000.0,7.099999999999999e-05,10.175.117.136,47474,193.174.67.58,5204,0
2021-06-22 09:53:08.359224+02:00,,,,207000000.0,0.000114,10.175.117.136,47474,193.174.67.58,5204,0
2021-06-22 09:53:09.359242+02:00,,,,178000000.0,0.000147,10.175.117.136,47474,193.174.67.58,5204,0
2021-06-22 09:53:10.359170+02:00,,,,165000000.0,7.8e-05,10.175.117.136,47474,193.174.67.58,5204,0
2021-06-22 09:53:11.359244+02:00,,,,160000000.0,4.8e-05,10.175.117.136,47474,193.174.67.58,5204,0
2021-06-22 09:53:12.359190+02:00,,,,134000000.0,3.6e-05,10.175.117.136,47474,193.174.67.58,5204,0
2021-06-22 09:53:13.359192+02:00,,,,135000000.0,5.2e-05,10.175.117.136,47474,193.174.67.58,5204,0
2021-06-22 09:53:14.359206+02:00,,,,147000000.0,0.000153,10.175.117.136,47474,193.174.67.58,5204,0
2021-06-22 09:53:15.359215+02:00,,,,146000000.0,0.000228,10.175.117.136,47474,193.174.67.58,5204,0
2021-06-22 09:53:16.359218+02:00,,,,152000000.0,0.000186,10.175.117.136,47474,193.174.67.58,5204,0
2021-06-22 09:53:17.359231+02:00,,,,161000000.0,8.9e-05,10.175.117.136,47474,193.174.67.58,5204,0
2021-06-22 09:53:18.359209+02:00,,,,127000000.0,4.2999999999999995e-05,10.175.117.136,47474,193.174.67.58,5204,0
2021-06-22 09:53:19.359238+02:00,,,,161000000.0,6.3e-05,10.175.117.136,47474,193.174.67.58,5204,0
2021-06-22 09:53:20.359215+02:00,,,,143000000.0,5.4e-05,10.175.117.136,47474,193.174.67.58,5204,0
2021-06-22 09:53:21.359203+02:00,,,,123000000.0,0.00012900000000000002,10.175.117.136,47474,193.174.67.58,5204,0
2021-06-22 09:53:22.359216+02:00,,,,116000000.0,8.8e-05,10.175.117.136,47474,193.174.67.58,5204,0
2021-06-22 09:53:23.359237+02:00,,,,74800000.0,0.0006630000000000001,10.175.117.136,47474,193.174.67.58,5204,0
2021-06-22 09:53:24.359223+02:00,,,,94600000.0,0.000144,10.175.117.136,47474,193.174.67.58,5204,0
2021-06-22 09:53:25.359208+02:00,,,,128000000.0,0.000125,10.175.117.136,47474,193.174.67.58,5204,0
2021-06-22 09:53:26.359215+02:00,,,,135000000.0,8.8e-05,10.175.117.136,47474,193.174.67.58,5204,0
2021-06-22 09:53:27.359196+02:00,,,,131000000.0,6.3e-05,10.175.117.136,47474,193.174.67.58,5204,0
2021-06-22 09:53:28.359172+02:00,,,,115000000.0,9.900000000000001e-05,10.175.117.136,47474,193.174.67.58,5204,0
