timestamp,timestamp_iso,lat,lon,ts_gps,Latitude,Longitude,Altitude,speed_kmh,COG,precipIntensity,precipProbability,temperature,apparentTemperature,dewPoint,humidity,pressure,windSpeed,cloudCover,uvIndex,visibility,Traffic Jam Factor,Traffic Street Name,Traffic Distance,Pos in Ref Round,measurement
2021-06-22 09:49:54,2021-06-22T09:49:54.000000Z,52.51400833333334,13.335195,2021-06-22 09:49:54,52.51400833333334,13.335195,35.3,0.0,259.0,0.0652,0.04,18.15,18.15,14.06,0.77,1011.9,4.07,0.97,3.0,16.093,3.44075,Altonaerstraße,49.43410195535053,,0
2021-06-22 09:49:55,2021-06-22T09:49:55.000000Z,52.514005,13.335195,2021-06-22 09:49:55,52.514005,13.335195,35.4,0.0,259.0,0.0652,0.04,18.15,18.15,14.06,0.77,1011.9,4.07,0.97,3.0,16.093,3.44075,Altonaerstraße,49.32628834156694,,0
2021-06-22 09:49:56,2021-06-22T09:49:56.000000Z,52.514001666666665,13.335195,2021-06-22 09:49:56,52.514001666666665,13.335195,35.6,0.0,259.0,0.0652,0.04,18.15,18.15,14.06,0.77,1011.9,4.07,0.97,3.0,16.093,3.44075,Altonaerstraße,49.21847472801318,,0
2021-06-22 09:49:57,2021-06-22T09:49:57.000000Z,52.51399833333333,13.335195,2021-06-22 09:49:57,52.51399833333333,13.335195,35.7,0.0,259.0,0.0652,0.04,18.15,18.15,14.06,0.77,1011.9,4.07,0.97,3.0,16.093,3.44075,Altonaerstraße,49.11066111445941,,0
2021-06-22 09:49:58,2021-06-22T09:49:58.000000Z,52.513996666666664,13.335193333333333,2021-06-22 09:49:58,52.513996666666664,13.335193333333333,35.7,0.0,259.0,0.0652,0.04,18.15,18.15,14.06,0.77,1011.9,4.07,0.97,3.0,16.093,3.44075,Altonaerstraße,49.16457168049076,,0
2021-06-22 09:49:59,2021-06-22T09:49:59.000000Z,52.51399333333333,13.335191666666667,2021-06-22 09:49:59,52.51399333333333,13.335191666666667,35.8,0.0,259.0,0.0652,0.04,18.15,18.15,14.06,0.77,1011.9,4.07,0.97,3.0,16.093,3.44075,Altonaerstraße,49.164575456102575,,0
2021-06-22 09:50:00,2021-06-22T09:50:00.000000Z,52.51399,13.335191666666667,2021-06-22 09:50:00,52.51399,13.335191666666667,35.9,0.0,259.0,0.0652,0.04,18.15,18.15,14.06,0.77,1011.9,4.07,0.97,3.0,16.093,3.44075,Altonaerstraße,49.056761857520065,,0
2021-06-22 09:50:01,2021-06-22T09:50:01.000000Z,52.51398666666667,13.335191666666667,2021-06-22 09:50:01,52.51398666666667,13.335191666666667,36.0,0.0,259.0,0.0652,0.04,18.15,18.15,14.06,0.77,1011.9,4.07,0.97,3.0,16.093,3.44075,Altonaerstraße,48.94894825893755,,0
2021-06-22 09:50:02,2021-06-22T09:50:02.000000Z,52.51398666666667,13.335191666666667,2021-06-22 09:50:02,52.51398666666667,13.335191666666667,36.0,0.0,259.0,0.0652,0.04,18.15,18.15,14.06,0.77,1011.9,4.07,0.97,3.0,16.093,3.44075,Altonaerstraße,48.94894825893755,,0
2021-06-22 09:50:03,2021-06-22T09:50:03.000000Z,52.513985,13.33519,2021-06-22 09:50:03,52.513985,13.33519,36.0,0.0,259.0,0.0652,0.04,18.15,18.15,14.06,0.77,1011.9,4.07,0.97,3.0,16.093,3.44075,Altonaerstraße,49.002858861311516,,0
2021-06-22 09:50:04,2021-06-22T09:50:04.000000Z,52.513985,13.335188333333333,2021-06-22 09:50:04,52.513985,13.335188333333333,36.1,0.0,259.0,0.0652,0.04,18.15,18.15,14.06,0.77,1011.9,4.07,0.97,3.0,16.093,3.44075,Altonaerstraße,49.110676264592655,,0
2021-06-22 09:50:05,2021-06-22T09:50:05.000000Z,52.513981666666666,13.33519,2021-06-22 09:50:05,52.513981666666666,13.33519,36.2,0.0,259.0,0.0652,0.04,18.15,18.15,14.06,0.77,1011.9,4.07,0.97,3.0,16.093,3.44075,Altonaerstraße,48.89504527021463,,0
2021-06-22 09:50:06,2021-06-22T09:50:06.000000Z,52.513978333333334,13.33519,2021-06-22 09:50:06,52.513978333333334,13.33519,36.3,0.0,259.0,0.0652,0.04,18.15,18.15,14.06,0.77,1011.9,4.07,0.97,3.0,16.093,2.53146,Bachstraße,47.99575236577873,,0
2021-06-22 09:50:07,2021-06-22T09:50:07.000000Z,52.513978333333334,13.33519,2021-06-22 09:50:07,52.513978333333334,13.33519,36.4,0.0,259.0,0.0652,0.04,18.15,18.15,14.06,0.77,1011.9,4.07,0.97,3.0,16.093,2.53146,Bachstraße,47.99575236577873,,0
2021-06-22 09:50:08,2021-06-22T09:50:08.000000Z,52.513978333333334,13.33519,2021-06-22 09:50:08,52.513978333333334,13.33519,36.4,0.0,259.0,0.0652,0.04,18.15,18.15,14.06,0.77,1011.9,4.07,0.97,3.0,16.093,2.53146,Bachstraße,47.99575236577873,,0
2021-06-22 09:50:09,2021-06-22T09:50:09.000000Z,52.513978333333334,13.335195,2021-06-22 09:50:09,52.513978333333334,13.335195,36.3,0.0,259.0,0.0652,0.04,18.15,18.15,14.06,0.77,1011.9,4.07,0.97,3.0,16.093,3.44075,Altonaerstraße,48.463779432907,,0
2021-06-22 09:50:10,2021-06-22T09:50:10.000000Z,52.513976666666665,13.335203333333334,2021-06-22 09:50:10,52.513976666666665,13.335203333333334,36.3,0.0,259.0,0.0652,0.04,18.15,18.15,14.06,0.77,1011.9,4.07,0.97,3.0,16.093,3.44075,Altonaerstraße,47.87078555796708,,0
2021-06-22 09:50:11,2021-06-22T09:50:11.000000Z,52.513975,13.335213333333334,2021-06-22 09:50:11,52.513975,13.335213333333334,36.4,1.2964,99.3,0.0652,0.04,18.15,18.15,14.06,0.77,1011.9,4.07,0.97,3.0,16.093,3.44075,Altonaerstraße,47.16997427426392,,0
2021-06-22 09:50:12,2021-06-22T09:50:12.000000Z,52.513975,13.33522,2021-06-22 09:50:12,52.513975,13.33522,36.5,1.6668,47.8,0.0652,0.04,18.15,18.15,14.06,0.77,1011.9,4.07,0.97,3.0,16.093,3.44075,Altonaerstraße,46.73870466313962,,0
2021-06-22 09:50:13,2021-06-22T09:50:13.000000Z,52.513976666666665,13.335225,2021-06-22 09:50:13,52.513976666666665,13.335225,36.5,1.6668,45.7,0.0652,0.04,18.15,18.15,14.06,0.77,1011.9,4.07,0.97,3.0,16.093,3.44075,Altonaerstraße,46.46915934335441,,0
2021-06-22 09:50:14,2021-06-22T09:50:14.000000Z,52.513978333333334,13.335228333333333,2021-06-22 09:50:14,52.513978333333334,13.335228333333333,36.6,1.2964,30.6,0.0652,0.04,18.15,18.15,14.06,0.77,1011.9,4.07,0.97,3.0,16.093,3.44075,Altonaerstraße,46.30743144360178,,0
2021-06-22 09:50:15,2021-06-22T09:50:15.000000Z,52.513976666666665,13.335228333333333,2021-06-22 09:50:15,52.513976666666665,13.335228333333333,36.6,0.0,30.6,0.0652,0.04,18.15,18.15,14.06,0.77,1011.9,4.07,0.97,3.0,16.093,3.44075,Altonaerstraße,46.25352456185373,,0
2021-06-22 09:50:16,2021-06-22T09:50:16.000000Z,52.513976666666665,13.335228333333333,2021-06-22 09:50:16,52.513976666666665,13.335228333333333,36.7,0.0,30.6,0.0652,0.04,18.15,18.15,14.06,0.77,1011.9,4.07,0.97,3.0,16.093,3.44075,Altonaerstraße,46.25352456185373,,0
2021-06-22 09:50:17,2021-06-22T09:50:17.000000Z,52.513975,13.335228333333333,2021-06-22 09:50:17,52.513975,13.335228333333333,36.7,0.0,30.6,0.0652,0.04,18.15,18.15,14.06,0.77,1011.9,4.07,0.97,3.0,16.093,3.44075,Altonaerstraße,46.19961768033552,,0
2021-06-22 09:50:18,2021-06-22T09:50:18.000000Z,52.51397166666667,13.335226666666667,2021-06-22 09:50:18,52.51397166666667,13.335226666666667,36.8,0.0,30.6,0.0652,0.04,18.15,18.15,14.06,0.77,1011.9,4.07,0.97,3.0,16.093,3.44075,Altonaerstraße,46.19962131829751,,0
2021-06-22 09:50:19,2021-06-22T09:50:19.000000Z,52.51397,13.335226666666667,2021-06-22 09:50:19,52.51397,13.335226666666667,36.8,0.0,30.6,0.0652,0.04,18.15,18.15,14.06,0.77,1011.9,4.07,0.97,3.0,16.093,3.44075,Altonaerstraße,46.14571444029229,,0
2021-06-22 09:50:20,2021-06-22T09:50:20.000000Z,52.51397,13.335226666666667,2021-06-22 09:50:20,52.51397,13.335226666666667,37.0,0.0,30.6,0.0652,0.04,18.15,18.15,14.06,0.77,1011.9,4.07,0.97,3.0,16.093,3.44075,Altonaerstraße,46.14571444029229,,0
2021-06-22 09:50:21,2021-06-22T09:50:21.000000Z,52.51397,13.335228333333333,2021-06-22 09:50:21,52.51397,13.335228333333333,37.1,0.0,30.6,0.0652,0.04,18.15,18.15,14.06,0.77,1011.9,4.07,0.97,3.0,16.093,3.44075,Altonaerstraße,46.037897035321215,,0
2021-06-22 09:50:22,2021-06-22T09:50:22.000000Z,52.51397166666667,13.335228333333333,2021-06-22 09:50:22,52.51397166666667,13.335228333333333,37.2,0.0,30.6,0.0652,0.04,18.15,18.15,14.06,0.77,1011.9,4.07,0.97,3.0,16.093,3.44075,Altonaerstraße,46.09180391706926,,0
